year,date,province,match_type,confidence,themes,assets,title,url
"2025","2025-05-17","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược","","Khai thác hiệu quả sản phẩm du lịch đặc thù thu hút du khách","https://baovinhlong.com.vn/tin-moi/202505/khai-thac-hieu-qua-san-pham-du-lich-dac-thuthu-hut-du-khach-ff9072f/"
"2025","2025-05-13","Vĩnh Long; Trà Vinh; Bến Tre","direct_title","high","Du lịch chung/chiến lược","Bến Tre - xứ Dừa/An Hội","Cơ hội làm mới thương hiệu du lịch","https://baovinhlong.com.vn/tin-moi/202505/co-hoi-lam-moi-thuong-hieu-du-lich-acb019e/"
"2025","2025-05-03","Vĩnh Long","direct_lead","high","Du lịch chung/chiến lược","","Gìn giữ bản sắc văn hóa và khát vọng vươn xa","https://baovinhlong.com.vn/tin-moi/202505/gin-giu-ban-sac-van-hoa-va-khat-vong-vuon-xa-50d005e/"
"2025","2025-05-02","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược","","Bế mạc Tuần lễ Văn hóa, Thể thao và Du lịch tỉnh Vĩnh Long 2025: Thu hút hơn 97.000 lượt khách tham quan","https://baovinhlong.com.vn/tin-moi/202505/be-mac-tuan-le-van-hoa-the-thao-va-du-lich-tinh-vinh-long-2025-thu-hut-hon-97000-luot-khach-tham-quan-7163da1/"
"2025","2025-05-02","Vĩnh Long","direct_lead","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Làng nghề - di sản nghề; Ẩm thực - đặc sản","Cù lao An Bình - Long Hồ","Đông đảo người dân tham gia Ngày hội Bánh dân gian ở cù lao An Bình","https://baovinhlong.com.vn/tin-moi/202505/dong-dao-nguoi-dan-tham-gia-ngay-hoi-banh-dan-gian-o-cu-lao-an-binh-3331393/"
"2025","2025-05-02","Vĩnh Long","direct_lead","high","Di tích - bảo tàng - tâm linh","","Vĩnh Long - Sắc màu hội tụ - Khát vọng vươn xa","https://baovinhlong.com.vn/tin-moi/202505/vinh-long-sac-mau-hoi-tu-khat-vong-vuon-xa-4ad0aa8/"
"2025","2025-05-01","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược","","Tuần lễ văn hóa- “đòn bẩy” kích cầu du lịch","https://baovinhlong.com.vn/kinh-te/202505/blog-thi-truong-tuan-le-van-hoa-don-bay-kich-cau-du-lich-79103bb/"
"2025","2025-04-30","Vĩnh Long","tourism_category","high","Du lịch chung/chiến lược; Sông nước - miệt vườn","","Công ty Du Lịch Quốc tế Vĩnh Long: đồng hành cùng Tuần Văn hóa, Thể thao và Du lịch tỉnh Vĩnh Long 2025","https://baovinhlong.com.vn/xa-hoi/du-lich/202504/cong-ty-du-lich-quoc-te-vinh-long-dong-hanh-cung-tuan-van-hoa-the-thao-va-du-lich-tinh-vinh-long-2025-62d04b0/"
"2025","2025-04-30","Vĩnh Long","direct_lead","high","Du lịch chung/chiến lược","","Gần 200 VĐV tranh tài Giải Vô địch đua ghe tam bản tỉnh Vĩnh Long","https://baovinhlong.com.vn/tieu-diem/202504/gan-200-vdv-tranh-tai-giai-vo-dich-dua-ghe-tam-ban-tinh-vinh-long-3dc0604/"
"2025","2025-04-29","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Làng nghề - di sản nghề; Di tích - bảo tàng - tâm linh","Mang Thít - gạch gốm","“Famtrip quảng bá tour du lịch đến với di sản Mang Thít”","https://baovinhlong.com.vn/tin-moi/202504/famtrip-quang-ba-tour-du-lich-den-voi-di-san-mang-thit-1bf02b5/"
"2025","2025-04-29","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược","","Pháo hoa rực sáng khai mạc “Tuần lễ Văn hóa, Thể thao và Du lịch tỉnh Vĩnh Long năm 2025”","https://baovinhlong.com.vn/tin-moi/202504/20-gio-toi-nay-thvl2-se-truc-tiep-khai-mac-tuan-le-van-hoa-the-thao-va-du-lich-tinh-vinh-long-nam-2025-37e087f/"
"2025","2025-04-26","Vĩnh Long","direct_lead","high","Du lịch chung/chiến lược","","Gần 150 VĐV tranh tài Giải Vô địch xe đạp tỉnh Vĩnh Long mở rộng","https://baovinhlong.com.vn/tin-moi/202504/gan-150-vdv-tranh-tai-giai-vo-dich-xe-dap-tinh-vinh-long-mo-rong-c1901db/"
"2025","2025-04-26","Vĩnh Long","direct_lead","high","Du lịch chung/chiến lược","","Sôi nổi Giải Vô địch xe đạp tỉnh Vĩnh Long mở rộng","https://baovinhlong.com.vn/phong-su-anh/202504/soi-noi-giai-vo-dich-xe-dap-tinh-vinh-long-mo-rong-9b00ad6/"
"2025","2025-04-25","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược","","Tuần lễ Văn hóa, thể thao và Du lịch: Hứa hẹn bản sắc, an toàn, hấp dẫn","https://baovinhlong.com.vn/tin-moi/202504/tuan-le-van-hoa-the-thao-va-du-lich-hua-hen-ban-sac-an-toan-hap-dan-05709a1/"
"2025","2025-04-19","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Làng nghề - di sản nghề; Biển - sinh thái ven biển; Ẩm thực - đặc sản; Cộng đồng - nông thôn","Cù lao An Bình - Long Hồ","Hàng ngàn du khách thích thú tham gia chương trình quảng diễn tại Ngày hội Bánh dân gian Nam Bộ","https://baovinhlong.com.vn/tin-moi/202504/hang-ngan-du-khach-thich-thu-tham-gia-chuong-trinh-quang-dien-tai-ngay-hoi-banh-dan-gian-nam-bo-42e3bbd/"
"2025","2025-04-16","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn","","Triển khai phương án bảo vệ an ninh trật tự Tuần lễ Văn hóa, thể thao và du lịch tỉnh và các hoạt động dịp lễ 30/4","https://baovinhlong.com.vn/phap-luat/202504/trien-khai-phuong-an-bao-ve-an-ninhtrat-tu-tuan-le-van-hoa-the-thaova-du-lich-tinh-va-cac-hoat-dong-dip-le-304-2360c31/"
"2025","2025-04-12","Vĩnh Long","direct_lead","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Ẩm thực - đặc sản; Di tích - bảo tàng - tâm linh","","Tìm hương sắc riêng giữa miền sông nước","https://baovinhlong.com.vn/tin-moi/202504/tim-huong-sac-rienggiua-mien-song-nuoc-ef43078/"
"2025","2025-04-10","Vĩnh Long","direct_lead","high","Du lịch chung/chiến lược","","Lan tỏa thông điệp Điểm hẹn phương Nam với giá trị lịch sử, văn hóa độc đáo","https://baovinhlong.com.vn/tin-moi/202504/tuan-le-van-hoa-the-thao-va-du-lich-2025-lan-toa-thong-diep-diem-hen-phuong-nam-voi-gia-tri-lich-su-van-hoa-doc-dao-0e0240b/"
"2025","2025-04-10","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược","","Tổ chức Tuần lễ văn hóa, thể thao và du lịch tỉnh Vĩnh Long","https://baovinhlong.com.vn/tin-moi/202504/to-chuc-tuan-le-van-hoa-the-thao-va-du-lich-tinh-vinh-long-cc70940/"
"2025","2025-04-04","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn","Cù lao An Bình - Long Hồ","Khách du lịch đến Long Hồ tăng trong quý I","https://baovinhlong.com.vn/xa-hoi/202504/khach-du-lich-den-long-hotang-trong-quy-i-628447e/"
"2025","2025-03-26","Vĩnh Long","direct_lead","high","Sông nước - miệt vườn; Cộng đồng - nông thôn","Cù lao An Bình - Long Hồ","Kỳ 3: “Chạm sách” giữa miệt vườn sông nước","https://baovinhlong.com.vn/phong-su-ky-su/202503/yeu-van-hoa-dan-toc-theo-cach-cua-nguoi-tre-ky3cham-sach-giua-miet-vuon-song-nuoc-9c26ddc/"
"2025","2025-03-10","Vĩnh Long","destination_event","medium","Di tích - bảo tàng - tâm linh","Văn Thánh Miếu","Nhiều hoạt động tại lễ hội Xuân đinh di tích Văn Thánh Miếu","https://baovinhlong.com.vn/van-hoa-giai-tri/202503/nhieu-hoat-dong-tai-le-hoi-xuan-dinh-di-tich-van-thanh-mieu-e1f30f4/"
"2025","2025-03-01","Vĩnh Long","direct_lead","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Văn hóa Khmer - lễ hội; Di tích - bảo tàng - tâm linh; Cộng đồng - nông thôn","","Gìn giữ, phát huy bản sắc văn hóa các dân tộc","https://baovinhlong.com.vn/tin-noi-bat/202503/gin-giu-phat-huy-ban-sac-van-hoa-cac-dan-toc-641676b/"
"2025","2025-02-25","Vĩnh Long","tourism_category","high","Du lịch chung/chiến lược","","Tăng cường chất văn hóa vào sản phẩm du lịch","https://baovinhlong.com.vn/xa-hoi/du-lich/202502/tang-cuong-chat-van-hoa-vao-san-pham-du-lich-1b863bd/"
"2025","2025-02-24","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Làng nghề - di sản nghề","Mang Thít - gạch gốm; Cù lao An Bình - Long Hồ","Ngành quản trị dịch vụ du lịch và lữ hành học gì, làm gì?","https://baovinhlong.com.vn/xa-hoi/giao-duc-dao-tao/202502/nganh-quan-tri-dich-vu-du-lich-va-lu-hanh-hoc-gi-lam-gi-f0522f7/"
"2025","2025-02-14","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn","Cù lao An Bình - Long Hồ","Bí thư Tỉnh ủy Trần Tiến Dũng khảo sát các điểm du lịch, công ty tại huyện Long Hồ","https://baovinhlong.com.vn/thoi-su/202502/bi-thu-tinh-uy-tran-tien-dung-khao-sat-cac-diem-du-lich-cong-ty-tai-huyen-long-ho-bf13126/"
"2025","2025-02-06","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn","","Xử phạt 55,5 triệu đồng hoạt động văn hóa, du lịch và quảng cáo","https://baovinhlong.com.vn/phap-luat/202502/xu-phat-555-trieu-dong-hoat-dong-van-hoa-du-lich-va-quang-cao-f6208c6/"
"2025","2025-02-03","Vĩnh Long; Trà Vinh; Bến Tre","tourism_category","high","Du lịch chung/chiến lược; Biển - sinh thái ven biển","Bến Tre - xứ Dừa/An Hội","“Tam giác” kết nối tour du lịch Bến Tre- Trà Vinh - Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/du-lich/202502/tam-giacket-noi-tour-du-lich-ben-tre-tra-vinh-vinh-long-1ca37b2/"
"2025","2025-02-03","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Làng nghề - di sản nghề","Mang Thít - gạch gốm","Hỗ trợ doanh nghiệp trang bị máy móc phục vụ sản xuất kinh doanh, phát triển sản phẩm gốm du lịch","https://baovinhlong.com.vn/kinh-te/202502/ho-tro-doanh-nghiep-trang-bi-may-moc-phuc-vu-san-xuat-kinh-doanh-phat-trien-san-pham-gom-du-lich-b7a0885/"
"2025","2025-02-03","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Di tích - bảo tàng - tâm linh","Lăng Ông Trà Ôn","Khoảng 18.600 lượt khách viếng Lăng Ông những ngày đầu xuân Ất Tỵ 2025","https://baovinhlong.com.vn/tin-moi/202502/khoang-18600-luot-khach-vieng-lang-ong-nhung-ngay-dau-xuan-at-ty-2025-e34339a/"
"2025","2025-02-03","Vĩnh Long","tourism_category","high","Sông nước - miệt vườn; Làng nghề - di sản nghề; Di tích - bảo tàng - tâm linh","Mang Thít - gạch gốm","Kỳ vọng nâng tầm di sản làng nghề gạch gốm đỏ","https://baovinhlong.com.vn/xa-hoi/du-lich/202502/ky-vong-nang-tamdi-san-lang-nghegach-gom-do-0f23a4f/"
"2025","2025-02-03","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Di tích - bảo tàng - tâm linh","","Vĩnh Long thu hút đông đảo khách du lịch dịp Tết","https://baovinhlong.com.vn/video/202502/vinh-long-thu-hut-dong-dao-khach-du-lich-dip-tet-84405f6/"
"2025","2025-02-02","Vĩnh Long","tourism_category","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Di tích - bảo tàng - tâm linh","","Vĩnh Long đón 75.000 lượt du khách trong dịp Tết Ất Tỵ","https://baovinhlong.com.vn/xa-hoi/du-lich/202502/vinh-long-don-75000-luot-du-khach-trong-dip-tet-at-ty-d7a2174/"
"2025","2025-02-01","Vĩnh Long","destination_event","medium","Làng nghề - di sản nghề; Ẩm thực - đặc sản; Di tích - bảo tàng - tâm linh","Lăng Ông Trà Ôn","22 đội thi “Làm bánh dân gian” tại Lễ hội Lăng ông Trà Ôn","https://baovinhlong.com.vn/van-hoa-giai-tri/202502/22-doi-thi-lam-banh-dan-gian-tai-le-hoi-lang-ong-tra-on-10f34b2/"
"2025","2025-02-01","Vĩnh Long","destination_event","medium","Di tích - bảo tàng - tâm linh","Lăng Ông Trà Ôn","Đặc sắc lễ hội Lăng ông Tiền quân Thống chế Điều bát","https://baovinhlong.com.vn/multimedia/202502/dac-sac-le-hoi-lang-ong-tien-quan-thong-che-dieu-bat-1dc30aa/"
"2025","2025-02-01","Vĩnh Long","direct_title","high","Di tích - bảo tàng - tâm linh","Lăng Ông Trà Ôn","Du Xuân vui lễ hội Lăng ông","https://baovinhlong.com.vn/video/202502/du-xuan-vui-le-hoi-lang-ong-bc94638/"
"2025","2025-01-31","Vĩnh Long; Trà Vinh","tourism_category","high","Du lịch chung/chiến lược; Sông nước - miệt vườn","Cù lao An Bình - Long Hồ","Long Hồ: Điểm nhấn riêng từ du lịch đặc thù địa phương","https://baovinhlong.com.vn/xa-hoi/du-lich/202501/long-ho-diem-nhan-rieng-tu-du-lich-dac-thudia-phuong-b7038f9/"
"2025","2025-01-31","Vĩnh Long","direct_lead","high","Du lịch chung/chiến lược; Sông nước - miệt vườn; Cộng đồng - nông thôn","","Phát triển kinh tế xanh gắn với bảo tồn, phát huy giá trị văn hóa","https://baovinhlong.com.vn/kinh-te/202501/phat-trien-kinh-te-xanhgan-voi-bao-ton-phat-huygia-tri-van-hoa-33e22bc/"
"2025","2025-01-29","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược","","Chào mừng đoàn du khách quốc tế đầu tiên đến Vĩnh Long đầu Xuân Ất Tỵ 2025","https://baovinhlong.com.vn/tin-moi/202501/chao-mung-doan-du-khach-quoc-te-dau-tien-den-vinh-long-dau-xuan-at-ty-2025-30c1adf/"
"2025","2025-01-29","Vĩnh Long","direct_title","high","","","Du xuân đầu năm mới","https://baovinhlong.com.vn/tin-moi/202501/du-xuan-dau-nam-moi-0ba1bf7/"
"2025","2025-01-28","Vĩnh Long","destination_event","medium","Sông nước - miệt vườn; Làng nghề - di sản nghề","Mang Thít - gạch gốm","Xúm xính áo quần đi chụp ảnh Tết tại là “Con đường gốm và dài nhất Việt Nam”","https://baovinhlong.com.vn/multimedia/202501/xum-xinh-ao-quan-di-chup-anh-tet-tai-la-con-duong-gom-va-dai-nhat-viet-nam-a9a1fea/"
"2025","2025-01-27","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn","","Xuân về rộn ràng tại các điểm kinh doanh dịch vụ du lịch","https://baovinhlong.com.vn/video/202501/xuan-ve-ron-rang-tai-cac-diem-kinh-doanh-dich-vu-du-lich-c861ca4/"
"2025","2025-01-22","Vĩnh Long","direct_lead","high","Sông nước - miệt vườn; Làng nghề - di sản nghề","Cù lao An Bình - Long Hồ; Chợ Lách - hoa kiểng","Kỳ 3: Về làng mai vàng “bạc tỷ” Phước Định","https://baovinhlong.com.vn/nhip-song-dong-bang/202501/mien-tay-vao-mua-hoa-dep-nhat-ky3ve-lang-mai-vang-bac-ty-phuoc-dinh-dc25e73/"
"2025","2025-01-14","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Ẩm thực - đặc sản","","Xây dựng và phát triển sản phẩm du lịch đặc thù","https://baovinhlong.com.vn/tin-moi/202501/xay-dung-va-phat-triensan-pham-du-lich-dac-thu-c140778/"
"2025","2025-01-08","Vĩnh Long","tourism_category","high","Du lịch chung/chiến lược; Làng nghề - di sản nghề; Di tích - bảo tàng - tâm linh","","Kỳ cuối: Xây dựng dòng sản phẩm di sản văn hóa, làng nghề","https://baovinhlong.com.vn/xa-hoi/du-lich/202501/to-chuc-lai-khong-gian-phat-trien-du-lich-ky-cuoixay-dung-dong-san-pham-di-san-van-hoa-lang-nghe-b206409/"
"2025","2025-01-08","Vĩnh Long","direct_title","high","Du lịch chung/chiến lược; Sông nước - miệt vườn","","Trình ban hành 23 danh mục dịch vụ sự nghiệp công sử dụng ngân sách nhà nước lĩnh vực văn hóa, gia đình và du lịch","https://baovinhlong.com.vn/thoi-su/202501/ban-hanh-23-danh-muc-dich-vu-su-nghiep-cong-su-dung-ngan-sach-nha-nuoc-linh-vuc-van-hoa-gia-dinh-va-du-lich-aa862cd/"
"2025","2025-01-07","Vĩnh Long","tourism_category","high","Du lịch chung/chiến lược","","Tổ chức lại không gian phát triển du lịch","https://baovinhlong.com.vn/xa-hoi/du-lich/202501/to-chuc-lai-khong-gian-phat-trien-du-lich-939670e/"
