entity_id,entity_name,type,area,query,result,top_title,top_url,top_snippet,domain,tier,error
khu-du-lich-truong-huy,Khu du lịch Trường Huy,nature,vinh-long,Khu du lịch Trường Huy Vĩnh Long,MATCH,"Khu du lịch Trường Huy Vĩnh Long, điểm vui chơi giải trí lý tưởng...",https://dulichviet.com.vn/tin-tuc/khu-du-lich-truong-huy-vinh-long-diem-vui-choi-giai-tri-ly-tuong-mua-he,"Giới thiệu chung về khu du lịch Trường Huy - Vĩnh Long.Đến tham quan tại khu du lịch Trường Huy ở Vĩnh Long, du khách nên lưu ý một số điều sau để có trải nghiệm thú vị, an toàn và thuận lợi",dulichviet.com.vn,OTHER,
khu-du-lich-truong-huy-long-ho,Khu Du Lịch Trường Huy Long Hồ,experience,vinh-long,Khu Du Lịch Trường Huy Long Hồ Vĩnh Long,MATCH,"Review Khu Du Lịch Trường Huy Vĩnh Long, Ở Đâu, Đường Đi, Chi...",https://bietthungoctrai.vn/khu-du-lich-truong-huy-vinh-long/,"Khu du lịch sinh thái Trường Huy là một trong những các nơi du lịch Vĩnh Long rất chi là hấp dẫn. Vị trí đây lôi kéo nhiều du khách từ thành phố Hồ Chí Minh tới tham quan, du lịch nghỉ ngơi vào các dịp vào cuối tuần.",bietthungoctrai.vn,OTHER,
khu-du-lich-vinh-sang,Khu du lịch Vinh Sang,attraction,vinh-long,Khu du lịch Vinh Sang Vĩnh Long điểm tham quan,AMBIGUOUS,Khu du lịch Vinh Sang - Mô hình du lịch xanh giữa lòng Nam Bộ,https://www.traveloka.com/vi-vn/explore/destination/khu-du-lich-vinh-sang/320331,"Nằm phía nam của Cù lao An Bình, bên cạnh là dòng sông Cổ Chiên, khu du lịch Vinh Sang được hình thành với khát vọng nâng tầm du lịch miền Tây, giới thiệu văn hóa đất và người Nam Bộ đến với mọi miền của Tổ quốc.",traveloka.com,TIER3,
khu-du-lich-vuon-sinh-thai-ba-ngoi,Khu Du Lịch Vườn Sinh Thái Ba Ngói,attraction,ben-tre,Khu Du Lịch Vườn Sinh Thái Ba Ngói Bến Tre điểm tham quan,MATCH,Trải nghiệm du lịch Chợ Lách (Bến Tre) với 5 địa điểm nổi tiếng,https://www.dalatmagazine.com/trai-nghiem-du-lich-cho-lach-ben-tre-voi-5-dia-diem-noi-tieng/,"Facebook: Khu Du Lịch Sinh Thái Vườn Ba Ngói, Chợ Lách,bến Tre. Ưu điểm: Địa điểm tham quan lý tưởng, không khí trong lành, phong cảnh thiên nhiên xinh đẹp, nhiều món ăn ngon.",dalatmagazine.com,OTHER,
khu-luu-niem-chu-tich-hoi-dong-bo-truong-pham-hung,Khu lưu niệm Chủ tịch Hội đồng Bộ trưởng Phạm Hùng,history,vinh-long,Khu lưu niệm Chủ tịch Hội đồng Bộ trưởng Phạm Vĩnh Long di tích lịch sử,MATCH,Khu lưu niệm Chủ tịch Hội đồng Bộ trưởng Phạm Hùng - Vĩnh Long,https://thamhiemmekong.com/thong-tin-du-lich-mien-tay/khu-luu-niem-chu-tich-hoi-dong-bo-truong-pham-hung-vinh-long.html,"Để tưởng nhớ công lao to lớn của người con ưu tú của quê hương, Đảng bộ, chính quyền cùng nhân dân Vĩnh Long đã xây dựng Khu lưu niệm Chủ tịch Hội đồng Bộ trưởng Phạm Hùng, một công trình lịch sử – văn hóa; nơi góp phần giáo dục truyền thống cho thế hệ trẻ ...",thamhiemmekong.com,OTHER,
khu-luu-niem-nguyen-thi-dinh,Khu lưu niệm Nguyễn Thị Định,history,ben-tre,Khu lưu niệm Nguyễn Thị Định Bến Tre di tích lịch sử,MATCH,"Khu lưu niệm Nguyễn Thị Định, nơi ghi dấu cuộc đời vị nữ ...",https://mia.vn/cam-nang-du-lich/khu-luu-niem-nguyen-thi-dinh-noi-ghi-dau-cuoc-doi-vi-nu-tuong-dang-kinh-10506,"Jul 11, 2024 · Khu lưu niệm Nguyễn Thị Định là nơi tưởng nhớ vị nữ tướng tài ba đã có công rất lớn trong hoạt động cách mạng của quê hương Bến Tre. Di tích này không chỉ lưu giữ các hiện vật, tư liệu về bà mà còn có nhiều công trình tham quan rất đặc sắc.",mia.vn,TIER3,
khu-luu-niem-nu-tuong-nguyen-thi-dinh,Khu lưu niệm Nữ tướng Nguyễn Thị Định,attraction,ben-tre,Khu lưu niệm Nữ tướng Nguyễn Thị Định Bến Tre điểm tham quan,MATCH,"Khu lưu niệm Nguyễn Thị Định, nơi ghi dấu cuộc đời vị nữ ...",https://mia.vn/cam-nang-du-lich/khu-luu-niem-nguyen-thi-dinh-noi-ghi-dau-cuoc-doi-vi-nu-tuong-dang-kinh-10506,"Jul 11, 2024 · Sau khi tới trung tâm thành phố Bến Tre, bạn chỉ cần đi thẳng theo đường tỉnh lộ 885 chừng 9km đến địa phận xã Lương Hòa, huyện Giồng Trôm là sẽ thấy ngay Khu lưu niệm Nguyễn Thị Định.",mia.vn,TIER3,
khu-luu-niem-pham-hung,Khu lưu niệm Phạm Hùng,history,vinh-long,Khu lưu niệm Phạm Hùng Vĩnh Long di tích lịch sử,ERROR,,,,,,TimeoutException: Request timed out: ConnectTimeout('timed out')
khu-luu-niem-soan-gia-vien-chau,Khu lưu niệm soạn giả Viễn Châu,history,tra-vinh,Khu lưu niệm soạn giả Viễn Châu Trà Vinh di tích lịch sử,AMBIGUOUS,Thường trực Tỉnh ủy lấy ý kiến xây dựng Khu di tích Căn cứ Tỉnh ủy...,https://www.baotravinh.vn/trong-tinh/thuong-truc-tinh-uy-lay-y-kien-xay-dung-khu-di-tich-can-cu-tinh-uy-va-khu-luu-niem-co-soan-gia-nghe-si-nhan-dan-vien-chau-25587.html,"Đối với Khu lưu niệm cố soạn giả - Nghệ sĩ Nhân dân Viễn Châu dự kiến xây dựng tại xã Đôn Xuân, huyện Duyên Hải.",baotravinh.vn,TIER2,
khu-luu-niem-thu-tuong-chinh-phu-vo-van-kiet,Khu lưu niệm Thủ tướng Chính phủ Võ Văn Kiệt,attraction,vinh-long,Khu lưu niệm Thủ tướng Chính phủ Võ Văn Kiệt Vĩnh Long điểm tham quan,MATCH,Địa chỉ đỏ Khu lưu niệm Thủ tướng Võ Văn Kiệt,https://vov.vn/chinh-tri/khu-luu-niem-thu-tuong-vo-van-kiet-dia-chi-do-an-tuong-o-vinh-long-post977608.vov,"Oct 17, 2022 · Sau 10 năm đi vào hoạt động, Khu lưu niệm Thủ tướng Võ Văn Kiệt ở thị trấn Vũng Liêm đã trở thành điểm đến của bao du khách gần xa, và là “địa chỉ đỏ” để giáo dục truyền thống, lòng yêu nước cho mọi thế hệ người dân Vĩnh Long nói riêng và cả nước nói ...",vov.vn,TIER2,
khu-luu-niem-thu-tuong-vo-van-kiet,Khu Lưu Niệm Thủ tướng Võ Văn Kiệt,history,vinh-long,Khu Lưu Niệm Thủ tướng Võ Văn Kiệt Vĩnh Long di tích lịch sử,MATCH,Khu lưu niệm thủ tướng chính phủ võ văn kiệt - nét đẹp của quê...,https://vinhlongtourist.vn/vi/detailnews/?t=khu-luu-niem-thu-tuong-chinh-phu-vo-van-kiet-net-dep-cua-que-huong-vung-liem&id=news_11862,"Khu tưởng niệm cố Thủ tướng Võ Văn Kiệt. Bảo tàng vĩnh long. Khu lưu niệm Giáo sư, Viện sĩ Trần Đại Nghĩa.",vinhlongtourist.vn,OTHER,
khu-luu-niem-tran-dai-nghia,khu lưu niệm Trần Đại Nghĩa,attraction,vinh-long,khu lưu niệm Trần Đại Nghĩa Vĩnh Long điểm tham quan,MATCH,"Khu lưu niệm Giáo sư, Viện sĩ Trần Đại Nghĩa",https://vinhlongtourist.vn/vi/trandainghia,"Ngày 24/11/2013, Ủy ban nhân dân tỉnh Vĩnh Long tổ chức khởi công xây dựng Khu lưu niệm Giáo sư, Viện sĩ Trần Đại Nghĩa - Người học trò xuất sắc của Chủ tịch Hồ Chí Minh, người con ưu tú của quê hương Vĩnh Long, tại xã Tường Lộc, huyện Tam Bình.",vinhlongtourist.vn,OTHER,
khu-luu-niem-tran-dai-nghia-vinh-long,Khu Lưu niệm Giáo sư Viện sĩ Trần Đại Nghĩa,history,vinh-long,Khu Lưu niệm Giáo sư Viện sĩ Trần Đại Nghĩa Vĩnh Long di tích lịch sử,AMBIGUOUS,"Khu lưu niệm giáo sư, viện sĩ trần đại nghĩa - ấn tượng khó phai",https://vinhlongtourist.vn/vi/detailnews/?t=khu-luu-niem-giao-su-vien-si-tran-dai-nghia-an-tuong-kho-phai&id=news_11013,"Năm 2017, Khu lưu niệm được Hiệp hội Du lịch Đồng bằng Sông Cửu Long công nhận là Điểm du lịch tiêu biểu của vùng. Với những gì mà nơi đây đang lưu giữ, Khu lưu niệm đã và đang là điểm đến lý tưởng của du khách khắp mọi miền đất nước.",vinhlongtourist.vn,OTHER,
khu-luu-niem-truong-vinh-ky,Khu lưu niệm Trương Vĩnh Ký,history,ben-tre,Khu lưu niệm Trương Vĩnh Ký Bến Tre di tích lịch sử,MATCH,Trải Nghiệm Tuyến Du Lịch Sinh Thái Văn Hóa Lịch Sử Bến Tre Cực...,https://3vi.vn/trai-nghiem-tuyen-du-lich-sinh-thai-van-hoa-lich-su-ben-tre-cuc-thu-vi/,"Vô số thắng cảnh đặc sắc, các di tích lịch sử và làng nghề truyền thống nơi đây chắc chắn sẽ mang lại cho bạn một chuyến du lịch Bến Tre cực kỳ thú vị đấy. Nên đi du lịch Bến Tre vào thời gian nào?",3vi.vn,OTHER,
khu-mo-nha-giao-vo-truong-toan,Khu mộ nhà giáo Võ Trường Toản,history,ben-tre,Khu mộ nhà giáo Võ Trường Toản Bến Tre di tích lịch sử,MATCH,Tinh Ben Tre - Di tích Mộ nhà giáo Võ Trường Toản,https://web.archive.org/web/20120730202504/http://www.bentre.gov.vn/index.php?option=com_content&task=view&id=448&Itemid=47,"Bến Tre, ben tre thông tin kinh tế xã hội.Võ Trường Toản người huyện Bình Dương, tỉnh Gia Định, là người học rộng tài cao, thông đạt kim cổ.",web.archive.org,OTHER,
khu-mo-phan-thanh-gian,Khu mộ Phan Thanh Giản,history,ben-tre,Khu mộ Phan Thanh Giản Bến Tre di tích lịch sử,MATCH,Di tích Phan Thanh Giản ở Bến Tre - TripHunter,https://widget.triphunter.vn/places/ben-tre/items/di-tich-phan-thanh-gian,"Giới thiệu về Di tích Phan Thanh Giản.Trân trọng lối sống, nhân cách của ông, chính quyền địa phương đã quyết định xây dựng khu di tích Phan Thanh Giản nhằm tri ân những cống hiến của ông dành cho Bến Tre.",widget.triphunter.vn,OTHER,
khu-mo-than-nhan-danh-than-thoai-ngoc-hau,Khu mộ thân nhân danh thần Thoại Ngọc Hầu,attraction,vinh-long,Khu mộ thân nhân danh thần Thoại Ngọc Hầu Vĩnh Long điểm tham quan,AMBIGUOUS,"Đến cù lao Dài, viếng thăm khu mộ thân nhân danh thần Thoại...",https://vinhlongtourist.vn/vi/detailnews/?t=den-cu-lao-dai-vieng-tham-khu-mo-than-nhan-danh-than-thoai-ngoc-hau&id=news_10945,"Thời điểm này, danh thần Thoại Ngọc Hầu mới đi xứ ở Xiêm La (Thái Lan) trở về, đang được điều động nhiều việc quân vụ quan trọng.",vinhlongtourist.vn,OTHER,
khu-mo-than-nhan-thoai-ngoc-hau-cu-lao-dai,Khu mộ thân nhân Thoại Ngọc Hầu (Cù Lao Dài),history,vinh-long,Khu mộ thân nhân Thoại Ngọc Hầu Cù Lao Dài Vĩnh Long di tích lịch sử,MATCH,"Đến cù lao Dài, viếng thăm khu mộ thân nhân danh thần Thoại...",https://vinhlongtourist.vn/vi/detailnews/?t=den-cu-lao-dai-vieng-tham-khu-mo-than-nhan-danh-than-thoai-ngoc-hau&id=news_10945,"Cù lao Dài thuộc hai xã Thanh Bình, Quới Thiện của huyện Vũng Liêm, tỉnh Vĩnh Long. Một địa danh gắn liền với cuộc di cư của gia đình danh thần Thoại Ngọc Hầu đến khẩn hoang lập nghiệp.",vinhlongtourist.vn,OTHER,
khu-pho-am-thuc-bo-ho,Khu phố ẩm thực Bờ Hồ,restaurant,ben-tre,Khu phố ẩm thực Bờ Hồ Bến Tre địa chỉ,MATCH,Danh sách những nhà hàng ngon nhất ở Bến Tre,https://mytour.vn/vi/blog/bai-viet/danh-sach-cac-nha-hang-ngon-nhat-o-ben-tre.html,"1.2 Vườn ẩm thực Hoàng Phố. Địa chỉ: Số 135D, quốc lộ 60, xã Bình Phú, Thành phố Bến Tre.Địa chỉ: Số 17A10, đường Đồng Văn Cống, khu phố Bình Khởi, phường 6, Thành phố Bến Tre.",mytour.vn,TIER3,
khu-sinh-thai-gio-duoc-thanh-phu-ben-tre,Khu Sinh Thái Gió Đước,experience,ben-tre,Khu Sinh Thái Gió Đước Bến Tre,MATCH,Khám Phá Đầm Sinh Thái Gió Đước Ở Bến Tre | TikTok,https://www.tiktok.com/@tuyentk0206/video/7309481623286729985,"4715 Lượt thích,454 Bình luận.Video TikTok từ Mộng Mer (@tuyentk0206): ""Khám phá vẻ đẹp và hoạt động hấp dẫn tại Đầm Sinh Thái Gió Đước ở Bến Tre.",tiktok.com,OTHER,
khu-sinh-thai-nha-xua-long-ho,Khu Sinh Thái Nhà Xưa Long Hồ,experience,vinh-long,Khu Sinh Thái Nhà Xưa Long Hồ Vĩnh Long,MATCH,Khu sinh thái Nhà Xưa - tanitour.vn,https://tanitour.vn/khu-sinh-thai-nha-xua/,"Địa chỉ: Unnamed Rd, Long Hồ, Vĩnh Long, Vietnam. Số điện thoại: 0270 3963 099. Trang webNhà Dừa CocoHome Vĩnh Long.",tanitour.vn,OTHER,
khu-trung-tam-hanh-chinh-van-hoa-phuong-1-tp-vinh-long,Khu trung tâm hành chính - văn hóa Phường 1 TP Vĩnh Long,attraction,vinh-long,Khu trung tâm hành chính văn hóa Phường 1 TP Vĩnh Long điểm tham quan,MATCH,"Phường 1, thành phố Vĩnh Long – Wikipedia tiếng Việt","https://vi.wikipedia.org/wiki/Phường_1,_thành_phố_Vĩnh_Long","Phường 1 là đô thị trung tâm hành chính, văn hoá của thành phố Vĩnh Long, khu đô thị phường 1 được tổ chức hình thành là một trung tâm thương mại - dịch vụ - du lịch khu vực theo mô hình phát triển hiện đại nhằm phát huy lợi thế về vị trí, dân cư, tài nguyên của ...",vi.wikipedia.org,TIER1,
khu-tuong-niem-co-chu-tich-hdbt-pham-hung,Khu tưởng niệm Cố Chủ tịch HĐBT Phạm Hùng,history,vinh-long,Khu tưởng niệm Cố Chủ tịch HĐBT Phạm Hùng Vĩnh Long di tích lịch sử,MATCH,Công nhận Khu tưởng niệm cố Chủ tịch HĐBT Phạm Hùng là Di...,https://nhandan.vn/cong-nhan-khu-tuong-niem-co-chu-tich-hdbt-pham-hung-la-di-tich-quoc-gia-post583626.html,"...xã Long Phước, huyện Long Hồ, tỉnh Vĩnh Long có hai phần gồm: Khu nhà từ đường thân sinh cố Chủ tịch HĐBT Phạm Hùng, rộng khoảng 8.000m2 và Khu nhà tưởng niệm, rộng 3ha gồm: nhà lễ tân, nhà tưởng niệm và nhà.",nhandan.vn,TIER2,
khu-van-hoa-du-lich-ao-ba-om,"Khu Văn hóa, du lịch ao Bà Om",attraction,tra-vinh,"Khu Văn hóa, du lịch ao Bà Om Trà Vinh điểm tham quan",MATCH,Ao Bà Om – địa điểm du lịch nổi tiếng ở Trà Vinh - Viet Fun Travel,https://www.vietfuntravel.com.vn/blog/ao-ba-om-dia-diem-du-lich-noi-tieng-o-tra-vinh.html,"2. Đến ao Bà Om đi như thế nào? Địa chỉ ao Bà Om nằm ở khóm 3, P.8, TP.Trà Vinh, cách TP.Trà Vinh hơn 7km. Vị trí nằm gần trung tâm TP.Trà Vinh khiến du khách dễ dàng di chuyển đến đây tham quan bất kì lúc nào mình muốn.",vietfuntravel.com.vn,OTHER,
khuc-ban-chieu,Khúc Ban Chiều,restaurant,tra-vinh,Khúc Ban Chiều Trà Vinh địa chỉ,MATCH,Khúc Ban Chiều ở Trà Vinh | Foody.vn,https://www.foody.vn/(A(cpjdosfhwxnr'||'))/tra-vinh/khuc-ban-chieu,"Quán có không gian sân vườn rộng rãi, thoáng mát là địa điểm thích hợp để thư giãn và thưởng thức cafe với giá bình dân giành cho mọi đối tượng khách.32+. 398 Nguyễn Thị Minh Khai , Tp. Trà Vinh , Trà Vinh. Café/Dessert.",foody.vn,OTHER,
kimchi-kimchi---mi-cay-han-quoc,Kimchi Kimchi - Mì Cay Hàn Quốc,restaurant,vinh-long,Kimchi Kimchi Mì Cay Hàn Quốc Vĩnh Long địa chỉ,MATCH,Kimchi Kimchi - Mì Cay Hàn Quốc | Địa điểm 247,https://diadiem247.com/vinh-long/kimchi-kimchi-mi-cay-han-quoc-l176862.html,"Thông tin về địa điểm Kimchi Kimchi - Mì Cay Hàn Quốc, 97 Nguyễn Thị Minh Khai, Phường 1, Thành phố Vĩnh Long, Tỉnh Vĩnh Long",diadiem247.com,OTHER,
king-beer-garden,King Beer Garden,restaurant,tra-vinh,King Beer Garden Trà Vinh địa chỉ,MATCH,"King Beer Garden ở Tp. Trà Vinh, Trà Vinh | Album thực... | Foody.vn",https://www.foody.vn/tra-vinh/king-beer-garden/album-thuc-don,"Album thực đơn | King Beer Garden, King Beer Garden - Beer club - Món Miền Nam tại 98B Điện Biên Phủ, P. 6, Tp.Trà Vinh, Trà Vinh. Chưa mở cửa.",foody.vn,OTHER,
ks-nh-hung-vuong,KS-NH Hùng Vương,accommodation,ben-tre,KS NH Hùng Vương Bến Tre địa chỉ,MATCH,Review Nhà Hàng Hùng Vương Bến Tre: Tiệc Cưới & Hội Nghị...,https://buulong.com.vn/nha-hang-hung-vuong-ben-tre.html,"Địa chỉ. Số 148 Hùng Vương, phường 3, Bến Tre, Bến Tre.Nhà hàng Hùng Vương tọa lạc tại số 148 đường Hùng Vương, phường 3, thành phố Bến Tre – vị trí trung tâm, thuận tiện di chuyển từ các khu vực lân cận và bến xe.",buulong.com.vn,OTHER,
ks-nha-co-cau-ke,KS nhà cổ Cầu Kè,accommodation,tra-vinh,KS nhà cổ Cầu Kè Trà Vinh địa chỉ,MATCH,Địa điểm du lịch Trà Vinh: Top 20 điểm check-in hot nhất 2026,https://blog.vexere.com/dia-diem-du-lich-tra-vinh/,Địa điểm cắm trại lý tưởng tại Trà Vinh – Ao Bà OmĐịa điểm du lịch tâm linh Trà Vinh – Chùa CòAo Bà Om không chỉ là một địa điểm du lịch nổi tiếng. Mà còn là một điểm đến tâm linh...,blog.vexere.com,TIER3,
lam-banh-dan-gian,Học làm bánh dân gian Nam Bộ,experience,vinh-long,Học làm bánh dân gian Nam Bộ Vĩnh Long,AMBIGUOUS,Giữ gìn giá trị bánh dân gian Nam Bộ,https://www.vietnam.vn/giu-gin-gia-tri-banh-dan-gian-nam-bo,"Không gian Bảo tồn bánh dân gian Nam Bộ với điểm nhấn văn hóa là thiết kế nhà nón lá, chõng tre và khu văn hóa Khmer độc đáo.",vietnam.vn,OTHER,
lam-gom-mang-thit,Làm gốm Mang Thít,experience,vinh-long,Làm gốm Mang Thít Vĩnh Long,MATCH,Làng gốm Vĩnh Long - Làng nghề Mang Thít nổi tiếng Đồng bằng...,https://gomsuhoanggia.vn/lang-gom-vinh-long.html,"Sự ra đời của làng gốm Vĩnh Long Mang Thít. Nằm trên nhánh chính của dòng sông Cửu Long, hai nhánh sông Tiền và Hậu mỗi năm mang đến hàng triệu mét khối phù sa màu mỡ, làm giàu cho vùng đồng bằng miền Nam.",gomsuhoanggia.vn,OTHER,
lam-keo-dua-mo-cay,Trải nghiệm làm kẹo dừa Mỏ Cày,experience,ben-tre,Trải nghiệm làm kẹo dừa Mỏ Cày Bến Tre,MATCH,"Nghề làm kẹo dừa Bến Tre, nét đẹp truyền thống qua bao thế hệ",https://mia.vn/cam-nang-du-lich/nghe-lam-keo-dua-ben-tre-net-dep-truyen-thong-qua-bao-the-he-11071,"Jul 11, 2024 · Từ đó, nghề làm kẹo dừa Bến Tre cũng thu hút sự quan tâm của đông đảo bạn trẻ trong và ngoài nước. Tại những lò kẹo dừa, không khó để bắt gặp những người khách nước ngoài đến tham quan, tìm hiểu và trải nghiệm làng nghề truyền thống đặc sắc này.",mia.vn,TIER3,
lang-banh-trang-giay-tuong-loc,Làng Bánh Tráng Giấy Tường Lộc,craft_village,vinh-long,Làng Bánh Tráng Giấy Tường Lộc Vĩnh Long làng nghề,MATCH,Vĩnh Long: Giữ vững thương hiệu bánh tráng giấy Tường Lộc,https://langngheviet.com.vn/vinh-long-giu-vung-thuong-hieu-banh-trang-giay-tuong-loc-17327.html,"TBV - Tại tỉnh Vĩnh Long, nhiều năm qua hàng chục làng nghề đã được hình thành và phát triển, góp phần đáng kể vào sự phát triển kinh tế, giải quyết việc làm cho người dân ở địa phương. Trong đó phải kể đến làng nghề bánh tráng giấy ấp Nhà Thờ, xã Tường Lộc, huyện Tam Bình.",langngheviet.com.vn,OTHER,
lang-banh-trang-my-long,Làng nghề bánh tráng Mỹ Lồng - nghề truyền thống,craft_village,ben-tre,Làng nghề bánh tráng Mỹ Lồng nghề truyền thống Bến Tre làng nghề,MATCH,Khám phá vẻ đẹp truyền thống của làng nghề bánh tráng Mỹ Lồng...,https://mytour.vn/vi/blog/bai-viet/tim-hieu-ve-lang-nghe-banh-trang-my-long-di-san-van-hoa-truyen-thong-noi-vung-dat-xu-dua.html,"Bánh tráng Mỹ Lồng ngày càng được ưa chuộng, trở thành biểu tượng của văn hóa Bến Tre, với nhiều hộ gia đình tại làng nghề tiếp tục duy trì nghề truyền thống này.",mytour.vn,TIER3,
lang-banh-trang-tra-on,Làng Bánh Tráng Trà Ôn,craft_village,vinh-long,Làng Bánh Tráng Trà Ôn Vĩnh Long làng nghề,MATCH,Làng nghề bánh tráng Cù lao Mây hối hả vụ Tết | Báo ảnh Dân tộc và...,https://dantocmiennui.baotintuc.vn/lang-nghe-banh-trang-cu-lao-may-hoi-ha-vu-tet-post345949.html,"vna_potal_vinh_long_lang_nghe_banh_trang_cu_lao_may_hoi_ha_san_xuat_vu_tet_7211087.jpg. Bà Trần Thị Thúy Liễu (xã Lục Sỹ Thành, huyện Trà Ôn, tỉnh Vĩnh Long) khéo léo tráng từng chiếc bánh tráng thanh long.",dantocmiennui.baotintuc.vn,OTHER,
lang-be---am-thuc-du-lich-sinh-thai,Làng Bè - Ẩm Thực & Du Lịch Sinh Thái,restaurant,ben-tre,Làng Bè Ẩm Thực & Du Lịch Sinh Thái Bến Tre địa chỉ,MATCH,Làng Bè - Ẩm Thực & Du Lịch Sinh Thái | Bình luận | Bến Tre,https://www.foody.vn/ben-tre/nha-hang-lang-be/binh-luan,"Foody.vn là nơi chia sẻ và đánh giá địa điểm, với hàng ngàn địa điểm về ẩm thực, giải trí cùng hàng ngàn bình luận.",foody.vn,OTHER,
lang-be-an-khanh,Làng Bè An Khánh,attraction,ben-tre,Làng Bè An Khánh Bến Tre điểm tham quan,MATCH,Khu du lịch Làng Bè - Du lịch sinh thái & Ẩm thực truyền ...,https://langbe.vn/vi,"Điểm đến du lịch sinh thái hàng đầu Bến Tre. Trải nghiệm trò chơi dân gian, ẩm thực sông nước đặc sắc và nghỉ dưỡng Homestay.",langbe.vn,OTHER,
lang-dan-lat-duc-my-cang-long,Làng Đan Lát Đức Mỹ Càng Long,craft_village,tra-vinh,Làng Đan Lát Đức Mỹ Càng Long Trà Vinh làng nghề,MATCH,"Huyện Càng Long (Trà Vinh): Dân xóa nghèo, làm giàu từ đan đát mỹ...",https://dansinh.dantri.com.vn/dien-dan-dan-sinh/huyen-cang-long-tra-vinh-dan-xoa-ngheo-lam-giau-tu-dan-dat-my-nghe-20160522233724000.htm,"Ở ấp Đức Mỹ, xã Đức Mỹ, huyện Càng Long (Trà Vinh), ngoài Cơ sở hợp tác xã Quyết Tiến (HTXQT) của ông Nguyễn Tấn Sen, còn rất nhiều hộ nông dân chuyên về sản xuất các loại mặt hàng thủ công mỹ nghệ xuất khẩu (chiếu, thảm, giỏ hoa, đôn...",dansinh.dantri.com.vn,OTHER,
lang-det-chieu-ca-hom-ham-tan,Làng Dệt Chiếu Cà Hom Hàm Tân,craft_village,tra-vinh,Làng Dệt Chiếu Cà Hom Hàm Tân Trà Vinh làng nghề,MATCH,Làng chiếu Cà Hom- Bến Bạ,https://vietnam.vnanet.vn/vietnamese/tin-tuc/lang-chieu-ca-hom-ben-ba-194807.html,"Đến nay 450 hộ của làng Cà Hom- Bến Bạ thuộc xã Hàm Tân, huyện Trà Cú, tỉnh Trà Vinh đang ngày càng tăng thu nhập từ nghề dệt chiếu.",vietnam.vnanet.vn,OTHER,
lang-det-chieu-cu-lao-dai,Làng Dệt Chiếu Cù Lao Dài,craft_village,vinh-long,Làng Dệt Chiếu Cù Lao Dài Vĩnh Long làng nghề,MATCH,Top 6 làng nghề truyền thống ở Vĩnh Long lâu đời nổi tiếng,https://vinhlongtoplist.com/top-6-lang-nghe-truyen-thong-o-vinh-long-lau-doi-noi-tieng/,"Apr 6, 2026 · Vĩnh Long có nhiều điều thú vị để khám phá trong đó có những làng nghề truyền thống nổi bật. Cùng VinhLongtoplist ghé thăm Top 6 làng nghề truyền thống ở Vĩnh Long nhé!",vinhlongtoplist.com,OTHER,
lang-du-kich-dong-khoi,Làng du kích Đồng Khởi,history,ben-tre,Làng du kích Đồng Khởi Bến Tre di tích lịch sử,MATCH,Du lịch Bến Tre – Làng du kích Đồng Khởi,https://thietkethicongnoithat.edu.vn/lang-du-kich-dong-khoi-a55615.html,"Ngày 17/01/2000, nhà truyền thống này được khánh thành và đưa vào sử dụng. Ngôi nhà được xây dựng trong khuôn viên có diện tích 4.684m2 gồm một trệt, một lầu có diện tích sử dụng là 500m2..",thietkethicongnoithat.edu.vn,OTHER,
lang-du-lich-cong-dong-cai-ngang,Làng du lịch cộng đồng Cái Ngang,attraction,vinh-long,Làng du lịch cộng đồng Cái Ngang Vĩnh Long điểm tham quan,MATCH,"Khám Phá Xã Cái Ngang, tỉnh Vĩnh Long Mới 2025: Cẩm Nang Chi ...",https://meetup.vn/sau-sap-nhap/xa-cai-ngang-tinh-vinh-long/,"Aug 18, 2025 · Khám phá Xã Cái Ngang, tỉnh Vĩnh Long: điểm đến bình yên với văn hóa sông nước độc đáo, ẩm thực dân dã và thiên nhiên tươi đẹp. Cẩm nang chi tiết cho chuyến đi của bạn.",meetup.vn,OTHER,
lang-gach-gom-do-mang-thit,Làng gạch gốm đỏ Mang Thít,craft_village,vinh-long,Làng gạch gốm đỏ Mang Thít Vĩnh Long làng nghề,MATCH,Mang Thít - làng gạch gốm trăm năm tuổi ở Vĩnh Long,https://www.vietnam.vn/mang-thit-lang-gach-gom-tram-nam-tuoi-o-vinh-long,"Trước đây làng gạch gốm Mang Thít nằm trải dài 30km thuộc địa bàn TP Vĩnh Long, huyện Long Hồ, huyện Mang Thít.Mang Thít từ một làng nghề truyền thống ngày đêm đỏ lửa nung gạch gốm phục vụ xây dựng và sinh hoạt.",vietnam.vn,OTHER,
lang-gach-gom-long-ho,Làng gạch gốm Long Hồ,craft_village,vinh-long,Làng gạch gốm Long Hồ Vĩnh Long làng nghề,MATCH,Lò Gạch Vĩnh Long - Mọi Thông Tin Cần Biết trước khi tự đi,https://vemekong.com/lo-gach-vinh-long/,Khu vực làng nghề gạch nung trải dài hơn 30 km từ TP Vĩnh Long tới địa phận huyện Long Hồ và huyện Mang Thít.Làng gốm Vĩnh Long cũng được ví như “Di sản đương đại Mang Thít”.,vemekong.com,OTHER,
