entity_id,type,area,claim_type,claim_text,verifiable,verified,source
kho-ca-keo-duyen-hai,product,tra-vinh,measurement+named_fact+ocop,Sản phẩm OCOP 3 sao.,Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://farmersvietnam.vn/blogs/nong-san-viet/nhung-mon-dac-san-tra-vinh-nhat-dinh-ban-phai-thu
kho-ca-keo-duyen-hai,product,tra-vinh,named_fact+ocop,"{""address"": ""Thị xã Duyên Hải, Trà Vinh"", ""ocop_star"": 3, ""schema_type"": ""Product"", ""sub_category"": ""dried-seafood""}",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://farmersvietnam.vn/blogs/nong-san-viet/nhung-mon-dac-san-tra-vinh-nhat-dinh-ban-phai-thu
hai-dang-ba-dong,attraction,tra-vinh,named_fact,"Công trình mang giá trị lịch sử và cảnh quan, thu hút du khách đến tham quan và chụp ảnh.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://dulichvietnam.com.vn/kinh-nghiem-du-lich-bien-ba-dong-tra-vinh.html
dua-luoi-truong-long-hoa,product,tra-vinh,measurement+named_fact+ocop,"Dưa lưới Trường Long Hòa Sản phẩm OCOP 4 sao cấp tỉnh, được canh tác trong nhà màng với hệ thống tưới nhỏ giọt công nghệ cao theo tiêu chuẩn VietGAP.",Y,UNVERIFIED,
dua-luoi-truong-long-hoa,product,tra-vinh,measurement+named_fact+ocop,"Sản phẩm OCOP 4 sao cấp tỉnh, được canh tác trong nhà màng với hệ thống tưới nhỏ giọt công nghệ cao theo tiêu chuẩn VietGAP.",Y,UNVERIFIED,
dua-luoi-truong-long-hoa,product,tra-vinh,measurement+named_fact+ocop,Sản phẩm OCOP 4 sao.,Y,UNVERIFIED,
dua-luoi-truong-long-hoa,product,tra-vinh,named_fact+ocop,"{""address"": ""Phường Trường Long Hòa, Thị xã Duyên Hải, Tỉnh Trà Vinh"", ""ocop_star"": 4, ""schema_type"": ""Product"", ""sub_category"": ""tea""}",Y,UNVERIFIED,
cua-lot-vinacrab-long-toan,product,tra-vinh,named_fact+ocop,"Cua lột Vinacrab Long Toàn Sản phẩm cua lột (cua mềm sau lột xác) được chế biến và đóng gói bởi Chi nhánh Trà Vinh - Công ty Cổ phần Vinacrab, đạt chứng nhận OCOP.",Y,UNVERIFIED,
cua-lot-vinacrab-long-toan,product,tra-vinh,named_fact+ocop,"Sản phẩm cua lột (cua mềm sau lột xác) được chế biến và đóng gói bởi Chi nhánh Trà Vinh - Công ty Cổ phần Vinacrab, đạt chứng nhận OCOP.",Y,UNVERIFIED,
cua-lot-vinacrab-long-toan,product,tra-vinh,named_fact+ocop,"{""address"": ""Ấp Giồng Trông, xã Long Toàn, thị xã Duyên Hải, tỉnh Trà Vinh"", ""schema_type"": ""Product"", ""ocop_certified"": true, ""sub_category"": ""tea""}",Y,UNVERIFIED,
chua-hang-wat-kompong-chray,attraction,tra-vinh,year+named_fact,"Chùa Hang (Wat Kompong Chray) Chùa Phật giáo Nam tông Khmer thành lập năm 1637, trải qua hơn 22 đời sư trụ trì.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://mytour.vn/vi/blog/bai-viet/kham-pha-chua-hang-tra-vinh-diem-den-duy-nhat-co-san-chim.html
chua-hang-wat-kompong-chray,attraction,tra-vinh,year+named_fact,"Chùa Phật giáo Nam tông Khmer thành lập năm 1637, trải qua hơn 22 đời sư trụ trì.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://mytour.vn/vi/blog/bai-viet/kham-pha-chua-hang-tra-vinh-diem-den-duy-nhat-co-san-chim.html
chua-hang-wat-kompong-chray,attraction,tra-vinh,year,"Bị tàn phá năm 1968, phục dựng từ 1977.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://mytour.vn/vi/blog/bai-viet/kham-pha-chua-hang-tra-vinh-diem-den-duy-nhat-co-san-chim.html
chua-hang-wat-kompong-chray,attraction,tra-vinh,measurement+named_fact,"{""address"": ""Khóm 4, xã Châu Thành, thị xã Duyên Hải, cách trung tâm TP Trà Vinh khoảng 6km theo đường Điện Biên Phủ"", ""ward"": ""Đông Hải"", ""schema_type"": ""TouristAttraction"", ""admission"": ""Miễn phí"", ""coords_approximate"": true, ""sub_category"": ""pagoda""}",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://mytour.vn/vi/blog/bai-viet/kham-pha-chua-hang-tra-vinh-diem-den-duy-nhat-co-san-chim.html
rung-ngap-man-long-vinh-duyen-hai,nature,tra-vinh,measurement+named_fact,"Rừng ngập mặn Long Vĩnh - Duyên Hải Hệ sinh thái rừng ngập mặn trải dài trên các xã Long Vĩnh, Đông Hải, Long Khánh với rừng đước tại Long Khánh rộng 882 ha.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://www.vietnamplus.vn/tra-vinh-rung-ngap-man-duyen-hai-dang-hoi-sinh-post101086.vnp
rung-ngap-man-long-vinh-duyen-hai,nature,tra-vinh,measurement+named_fact,"Hệ sinh thái rừng ngập mặn trải dài trên các xã Long Vĩnh, Đông Hải, Long Khánh với rừng đước tại Long Khánh rộng 882 ha.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://www.vietnamplus.vn/tra-vinh-rung-ngap-man-duyen-hai-dang-hoi-sinh-post101086.vnp
rung-ngap-man-long-vinh-duyen-hai,nature,tra-vinh,named_fact,"Đây là vùng đệm xanh hiếm có ở Đồng bằng sông Cửu Long, là môi trường sống của nhiều loài thủy sản và chim nước, tiềm năng du lịch sinh thái cao.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://www.vietnamplus.vn/tra-vinh-rung-ngap-man-duyen-hai-dang-hoi-sinh-post101086.vnp
khu-du-lich-sinh-thai-vung-dao-duyen-hai,nature,tra-vinh,measurement,"Khu du lịch sinh thái vùng đảo Duyên Hải Vùng đảo gồm 4 xã thuộc Duyên Hải với tổng diện tích tự nhiên khoảng 21.159 ha, dân số 36.368 người.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nongthon.vietnamtourism.gov.vn/tra-vinh-huyen-duyen-hai-tiem-nang-phat-trien-du-lich-sinh-thai-vung-dao/
khu-du-lich-sinh-thai-vung-dao-duyen-hai,nature,tra-vinh,measurement,"Vùng đảo gồm 4 xã thuộc Duyên Hải với tổng diện tích tự nhiên khoảng 21.159 ha, dân số 36.368 người.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nongthon.vietnamtourism.gov.vn/tra-vinh-huyen-duyen-hai-tiem-nang-phat-trien-du-lich-sinh-thai-vung-dao/
khu-du-lich-sinh-thai-vung-dao-duyen-hai,nature,tra-vinh,measurement+named_fact,"Khu vực có bờ biển dài 55 km, rừng ngập mặn còn khá nguyên vẹn, tiềm năng phát triển du lịch sinh thái kết hợp nghỉ dưỡng biển và tham quan di tích lịch sử.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nongthon.vietnamtourism.gov.vn/tra-vinh-huyen-duyen-hai-tiem-nang-phat-trien-du-lich-sinh-thai-vung-dao/
com-dep-ngoc-bien,dish,tra-vinh,measurement,"Cốm dẹp Ngọc Biên Món ăn truyền thống Khmer đặc trưng làm từ lúa nếp non, do 33 hộ dân tại 3 ấp Giồng Cao, Sà Vần A và Rạch Bót sản xuất.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://www.facebook.com/cuahangocopdacsantravinh/posts/cốm-dẹpđặc-sản-trà-vinh/140161315772706/
com-dep-ngoc-bien,dish,tra-vinh,measurement,"Món ăn truyền thống Khmer đặc trưng làm từ lúa nếp non, do 33 hộ dân tại 3 ấp Giồng Cao, Sà Vần A và Rạch Bót sản xuất.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://www.facebook.com/cuahangocopdacsantravinh/posts/cốm-dẹpđặc-sản-trà-vinh/140161315772706/
com-dep-ngoc-bien,dish,tra-vinh,named_fact,"Là nông sản đặc trưng của Trà Cú được định hướng phát triển thành sản phẩm du lịch, thường xuất hiện trong lễ hội Ok Om Bok của người Khmer.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://www.facebook.com/cuahangocopdacsantravinh/posts/cốm-dẹpđặc-sản-trà-vinh/140161315772706/
lang-nghe-tac-tuong-go-long-duc,craft_village,tra-vinh,named_fact,"Làng nghề tạc tượng gỗ Long Đức Đây là nơi có nghề tạc tượng gỗ dân gian và đồ thờ truyền thống, được biết đến như một làng nghề thủ công đặc sắc của Trà Vinh.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://travinhlogistics.com/lang-nghe-trong-hoa-kieng-long-duc-tra-vinh-di-san-van-hoa-va-kinh-te/
lang-nghe-tac-tuong-go-long-duc,craft_village,tra-vinh,named_fact,"Đây là nơi có nghề tạc tượng gỗ dân gian và đồ thờ truyền thống, được biết đến như một làng nghề thủ công đặc sắc của Trà Vinh.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://travinhlogistics.com/lang-nghe-trong-hoa-kieng-long-duc-tra-vinh-di-san-van-hoa-va-kinh-te/
cho-binh-dai,attraction,ben-tre,named_fact,"Chợ Bình Đại Chợ huyện ven biển Bình Đại, Bến Tre — đa dạng hải sản tươi sống và nông sản vùng cửa sông.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://www.bachhoaxanh.com/kinh-nghiem-hay/kham-pha-5-dia-diem-du-lich-binh-dai-ben-tre-khong-the-bo-qua-1554262
cho-binh-dai,attraction,ben-tre,named_fact,"Chợ huyện ven biển Bình Đại, Bến Tre — đa dạng hải sản tươi sống và nông sản vùng cửa sông.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://www.bachhoaxanh.com/kinh-nghiem-hay/kham-pha-5-dia-diem-du-lich-binh-dai-ben-tre-khong-the-bo-qua-1554262
oc-gao-phu-da,dish,ben-tre,named_fact,"Ốc gạo Phú Đa Đặc sản ốc gạo nức tiếng miền Tây, sinh sống dưới đáy sông Cổ Chiên quanh cồn Phú Đa.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://www.vietfuntravel.com.vn/blog/cac-mon-dac-san-tuyet-ngon-cua-ben-tre.html
oc-gao-phu-da,dish,ben-tre,named_fact,"Đặc sản ốc gạo nức tiếng miền Tây, sinh sống dưới đáy sông Cổ Chiên quanh cồn Phú Đa.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://www.vietfuntravel.com.vn/blog/cac-mon-dac-san-tuyet-ngon-cua-ben-tre.html
oc-gao-phu-da,dish,ben-tre,season/date,Mùa cao điểm tháng 5-7 âm lịch.,Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://www.vietfuntravel.com.vn/blog/cac-mon-dac-san-tuyet-ngon-cua-ben-tre.html
khu-du-lich-dai-loc,attraction,ben-tre,named_fact,Điểm du lịch sinh thái miệt vườn phục vụ khách tham quan tại địa bàn xã Phú Phụng và vùng lân cận.,Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://leadtour.vn/khu-du-lich-dai-loc-ben-tre/
vuon-xoai-tu-quy-thanh-son,attraction,ben-tre,named_fact,"Điểm tham quan nông nghiệp đặc trưng của xã Phú Phụng, thu hút khách du lịch trải nghiệm vườn cây ăn trái miền Tây.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://www.yong.vn/nhung-dia-diem-du-lich-o-ben-tre
bai-tam-con-phu-binh,nature,ben-tre,named_fact,"Điểm vui chơi, tắm sông và nghỉ dưỡng ven sông Cổ Chiên.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://vietwave.com.vn/mextravel/vi/tin-tuc/top-nhung-diem-tham-quan-noi-tieng-tai-ben-tre-90
diem-du-lich-ba-ngoi-con-phu-da,attraction,ben-tre,named_fact,"Điểm du lịch Ba Ngói - Cồn Phú Đa Điểm du lịch sinh thái Ba Ngói nằm ở cồn Phú Đa, xã Vĩnh Bình, với vườn cây trái trĩu cành nhiều chủng loại, thu hút du khách đến tham quan và trải nghiệm miệt vườn sông nước.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://vipcars.com.vn/ben-tre-30-diem-tham-quan-noi-hoi-tu-nhieu-loai-trai-cay-ngon-noi-tieng-viet-nam/
diem-du-lich-ba-ngoi-con-phu-da,attraction,ben-tre,named_fact,"Điểm du lịch sinh thái Ba Ngói nằm ở cồn Phú Đa, xã Vĩnh Bình, với vườn cây trái trĩu cành nhiều chủng loại, thu hút du khách đến tham quan và trải nghiệm miệt vườn sông nước.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://vipcars.com.vn/ben-tre-30-diem-tham-quan-noi-hoi-tu-nhieu-loai-trai-cay-ngon-noi-tieng-viet-nam/
khu-bao-ton-oc-gao-vinh-binh,nature,ben-tre,measurement+season/date,"Khu bảo tồn ốc gạo Vĩnh Bình Khu bảo tồn ốc gạo tại xã Vĩnh Bình có diện tích 112 ha, là điểm đến nổi tiếng để du khách tham quan và thưởng thức đặc sản ốc gạo, mùa chính từ tháng 5 đến tháng 8 hàng năm.",Y,UNVERIFIED,
khu-bao-ton-oc-gao-vinh-binh,nature,ben-tre,measurement+season/date,"Khu bảo tồn ốc gạo tại xã Vĩnh Bình có diện tích 112 ha, là điểm đến nổi tiếng để du khách tham quan và thưởng thức đặc sản ốc gạo, mùa chính từ tháng 5 đến tháng 8 hàng năm.",Y,UNVERIFIED,
oc-gao-vinh-binh,dish,ben-tre,measurement+season/date+named_fact,"Ốc gạo Vĩnh Bình Đặc sản ốc gạo nổi tiếng của xã Vĩnh Bình, huyện Chợ Lách, được khai thác tự nhiên trong khu bảo tồn 112 ha, thu hoạch chính vụ từ tháng 5 đến tháng 8, là sản vật đặc trưng của vùng sông nước Bến Tre.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://www.vietfuntravel.com.vn/blog/cac-mon-dac-san-tuyet-ngon-cua-ben-tre.html
oc-gao-vinh-binh,dish,ben-tre,measurement+season/date+named_fact,"Đặc sản ốc gạo nổi tiếng của xã Vĩnh Bình, huyện Chợ Lách, được khai thác tự nhiên trong khu bảo tồn 112 ha, thu hoạch chính vụ từ tháng 5 đến tháng 8, là sản vật đặc trưng của vùng sông nước Bến Tre.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://www.vietfuntravel.com.vn/blog/cac-mon-dac-san-tuyet-ngon-cua-ben-tre.html
con-du-lich-cai-ga,nature,ben-tre,named_fact,"Cồn Du Lịch Cái Gà Cồn thiên nhiên nằm trên sông thuộc xã Long Thới, được quy hoạch phát triển thành khu du lịch sinh thái trong dự án Làng Văn hóa Du lịch Chợ Lách.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://thamhiemmekong.com/thong-tin-du-lich-mien-tay/dia-diem-du-lich-ben-tre-thu-vi-nhat-dinh-phai-den.html
con-du-lich-cai-ga,nature,ben-tre,named_fact,"Cồn thiên nhiên nằm trên sông thuộc xã Long Thới, được quy hoạch phát triển thành khu du lịch sinh thái trong dự án Làng Văn hóa Du lịch Chợ Lách.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://thamhiemmekong.com/thong-tin-du-lich-mien-tay/dia-diem-du-lich-ben-tre-thu-vi-nhat-dinh-phai-den.html
con-du-lich-cai-ga,nature,ben-tre,named_fact,Là điểm tham quan sông nước đặc trưng của miệt vườn Nam Bộ.,Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://thamhiemmekong.com/thong-tin-du-lich-mien-tay/dia-diem-du-lich-ben-tre-thu-vi-nhat-dinh-phai-den.html
lang-nghe-dan-lat-may-tre-phu-le,craft_village,ben-tre,named_fact,Làng nghề đan lát mây tre Phú Lễ Làng nghề thủ công truyền thống đan đát mây tre hơn trăm năm tuổi tại xã Phú Lễ.,Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://www.voatiengviet.com/a/4007556.html
lang-nghe-dan-lat-may-tre-phu-le,craft_village,ben-tre,named_fact,Làng nghề thủ công truyền thống đan đát mây tre hơn trăm năm tuổi tại xã Phú Lễ.,Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://www.voatiengviet.com/a/4007556.html
lang-nghe-dan-lat-may-tre-phu-le,craft_village,ben-tre,named_fact,"Các sản phẩm đa dạng gồm hơn mười loại như bội, bung, rổ, rế, sọt, lờ, lọp, nơm cá với nguyên liệu chủ yếu là tre, trúc, tầm vông.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://www.voatiengviet.com/a/4007556.html
lang-nghe-dan-lat-an-duc,craft_village,ben-tre,named_fact,"Làng nghề đan lát An Đức Làng nghề đan lát thủ công truyền thống hơn 100 năm tuổi, sử dụng nguyên liệu tre và trúc sẵn có của vùng giồng cát Ba Tri.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://langngheviet.com.vn/ben-tre-giu-nghe-dan-lat-truyen-thong-hang-100-nam-tuoi-o-ba-tri-32522.html
lang-nghe-dan-lat-an-duc,craft_village,ben-tre,named_fact,"Làng nghề đan lát thủ công truyền thống hơn 100 năm tuổi, sử dụng nguyên liệu tre và trúc sẵn có của vùng giồng cát Ba Tri.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://langngheviet.com.vn/ben-tre-giu-nghe-dan-lat-truyen-thong-hang-100-nam-tuoi-o-ba-tri-32522.html
lang-nghe-dan-lat-an-duc,craft_village,ben-tre,named_fact+ocop,"Địa phương đang nỗ lực bảo tồn và phát triển làng nghề gắn với Chương trình OCOP, phát triển theo chuỗi giá trị kết hợp du lịch và bảo vệ môi trường sinh thái.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://langngheviet.com.vn/ben-tre-giu-nghe-dan-lat-truyen-thong-hang-100-nam-tuoi-o-ba-tri-32522.html
chua-khmer-phuong-thanh-pisay,attraction,tra-vinh,named_fact,"Chùa Khmer Phương Thạnh Pisay Ngôi chùa Khmer xây dựng từ cuối thế kỷ XVII, diện tích khoảng 6 hectare, kiến trúc truyền thống Khmer với sắc vàng chủ đạo và chạm khắc tinh tế, không khí thanh tịnh.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://crystalbay.com/62-cam-nang-du-lich-cang-long-tra-vinh-cho-nguoi-moi-n56564.html
chua-khmer-phuong-thanh-pisay,attraction,tra-vinh,named_fact,"Ngôi chùa Khmer xây dựng từ cuối thế kỷ XVII, diện tích khoảng 6 hectare, kiến trúc truyền thống Khmer với sắc vàng chủ đạo và chạm khắc tinh tế, không khí thanh tịnh.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://crystalbay.com/62-cam-nang-du-lich-cang-long-tra-vinh-cho-nguoi-moi-n56564.html
nha-tho-kinh-long-hoi,attraction,tra-vinh,year+named_fact,"Nhà Thờ Kinh Long Hội Nhà thờ thành lập khoảng năm 1921 tại xã Tân An, mang đậm dấu ấn kiến trúc văn hóa đạo giáo, không gian rộng rãi thoáng đãng và yên bình.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://www.dalatmagazine.com/top-5-dia-diem-du-lich-cang-long-tra-vinh-nen-kham-pha/
nha-tho-kinh-long-hoi,attraction,tra-vinh,year+named_fact,"Nhà thờ thành lập khoảng năm 1921 tại xã Tân An, mang đậm dấu ấn kiến trúc văn hóa đạo giáo, không gian rộng rãi thoáng đãng và yên bình.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://www.dalatmagazine.com/top-5-dia-diem-du-lich-cang-long-tra-vinh-nen-kham-pha/
chua-hao-tam,attraction,tra-vinh,year,"Chùa Hảo Tâm Ngôi chùa xây dựng từ những năm 1960 trên Quốc lộ 53, kết hợp kiến trúc chùa Việt truyền thống với nét phương Tây.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://hayan.vn/vao-bep/top-5-dia-diem-du-lich-cang-long-tra-vinh-nen-kham-pha-p31996.html
chua-hao-tam,attraction,tra-vinh,year,"Ngôi chùa xây dựng từ những năm 1960 trên Quốc lộ 53, kết hợp kiến trúc chùa Việt truyền thống với nét phương Tây.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://hayan.vn/vao-bep/top-5-dia-diem-du-lich-cang-long-tra-vinh-nen-kham-pha-p31996.html
chua-hao-tam,attraction,tra-vinh,hours,"Càng Long"", ""schema_type"": ""TouristAttraction"", ""admission"": ""Miễn phí"", ""hours"": ""05:00–21:00"", ""coords_approximate"": true, ""sub_category"": ""pagoda""}",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://hayan.vn/vao-bep/top-5-dia-diem-du-lich-cang-long-tra-vinh-nen-kham-pha-p31996.html
mut-me-cai-von,dish,vinh-long,measurement,Mứt me Cái Vồn Đặc sản mứt me truyền thống của phường Cái Vồn với hơn 60 hộ sản xuất và hơn 200 lao động.,Y,UNVERIFIED,
mut-me-cai-von,dish,vinh-long,measurement,Đặc sản mứt me truyền thống của phường Cái Vồn với hơn 60 hộ sản xuất và hơn 200 lao động.,Y,UNVERIFIED,
mut-me-cai-von,dish,vinh-long,named_fact,"Quy trình làm thủ công nhiều bước, không dùng chất bảo quản hay phẩm màu hóa học.",Y,UNVERIFIED,
mut-me-cai-von,dish,vinh-long,measurement,"{""address"": ""Phường Cái Vồn, TX Bình Minh, Vĩnh Long"", ""schema_type"": ""Recipe"", ""price_range"": ""110.000 đ"", ""specialty"": ""Cá, Khô"", ""origin"": ""Vĩnh Long"", ""sub_category"": ""seafood""}",Y,UNVERIFIED,
thien-vien-truc-lam-duyen-hai,attraction,tra-vinh,year+measurement,"Thiền viện Trúc Lâm Duyên Hải Thiền viện Phật giáo thuộc Thiền phái Trúc Lâm Yên Tử, xây dựng năm 2016 trên diện tích khoảng 100ha, kiến trúc truyền thống Phật giáo Việt Nam.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://ticotravel.com.vn/thien-vien-truc-lam-tra-vinh/
thien-vien-truc-lam-duyen-hai,attraction,tra-vinh,year+measurement,"Thiền viện Phật giáo thuộc Thiền phái Trúc Lâm Yên Tử, xây dựng năm 2016 trên diện tích khoảng 100ha, kiến trúc truyền thống Phật giáo Việt Nam.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://ticotravel.com.vn/thien-vien-truc-lam-tra-vinh/
thien-vien-truc-lam-duyen-hai,attraction,tra-vinh,named_fact,"{""address"": ""Ấp Khoán Tiều, xã Trường Long Hòa, thị xã Duyên Hải"", ""ward"": ""Đông Hải"", ""schema_type"": ""TouristAttraction"", ""admission"": ""Miễn phí"", ""sub_category"": ""beach""}",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://ticotravel.com.vn/thien-vien-truc-lam-tra-vinh/
tom-kho-cham-mam-chua-ngot-duyen-hai,product,tra-vinh,year+measurement+named_fact+ocop,"Tôm khô chấm mắm chua ngọt Duyên Hải Sản phẩm tôm khô kèm nước chấm mắm chua ngọt đặc trưng của vùng biển Duyên Hải, đạt chứng nhận OCOP 3 sao năm 2024.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://dacsannamdinh.org/dac-san-vung-mien/dac-san-tra-vinh-co-mon-gi-ngon.html
tom-kho-cham-mam-chua-ngot-duyen-hai,product,tra-vinh,year+named_fact+ocop,Là một trong 9 sản phẩm OCOP được công nhận trong đợt 1 năm 2024 của Duyên Hải.,Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://dacsannamdinh.org/dac-san-vung-mien/dac-san-tra-vinh-co-mon-gi-ngon.html
tom-kho-cham-mam-chua-ngot-duyen-hai,product,tra-vinh,year+measurement+named_fact+ocop,"Sản phẩm tôm khô kèm nước chấm mắm chua ngọt đặc trưng của vùng biển Duyên Hải, đạt chứng nhận OCOP 3 sao năm 2024.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://dacsannamdinh.org/dac-san-vung-mien/dac-san-tra-vinh-co-mon-gi-ngon.html
tom-kho-cham-mam-chua-ngot-duyen-hai,product,tra-vinh,year+named_fact+ocop,Là một trong 9 sản phẩm OCOP được công nhận trong đợt 1 năm 2024 của Duyên Hải.,Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://dacsannamdinh.org/dac-san-vung-mien/dac-san-tra-vinh-co-mon-gi-ngon.html
tom-kho-cham-mam-chua-ngot-duyen-hai,product,tra-vinh,measurement+named_fact+ocop,Sản phẩm OCOP 3 sao.,Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://dacsannamdinh.org/dac-san-vung-mien/dac-san-tra-vinh-co-mon-gi-ngon.html
tom-kho-cham-mam-chua-ngot-duyen-hai,product,tra-vinh,named_fact+ocop,"{""address"": ""Phường 2, thị xã Duyên Hải"", ""ward"": ""Đông Hải"", ""coords_approximate"": true, ""ocop_star"": 3, ""schema_type"": ""Product"", ""sub_category"": ""fish-sauce""}",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://dacsannamdinh.org/dac-san-vung-mien/dac-san-tra-vinh-co-mon-gi-ngon.html
hoi-cho-thuong-mai-cay-giong-hoa-kieng-cho-lach,event,ben-tre,named_fact,"Hội Chợ Thương Mại Cây Giống Hoa Kiểng Chợ Lách Hội chợ thương mại thường niên chuyên về cây giống và hoa kiểng của Chợ Lách, quy tụ các nhà vườn trong và ngoài vùng trưng bày, mua bán cây giống, hoa kiểng, sản phẩm nông nghiệp đặc trưng của vùng 'Vương quố...",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,http://www.baoduyentourist.com/vi/tin-tuc/tin-tuc/le-hoi-hoa-kieng-cho-lach-ngay-hoi-cua-nha-vuon-thong-minh-va-doi-moi-sang-tao-310.html
hoi-cho-thuong-mai-cay-giong-hoa-kieng-cho-lach,event,ben-tre,named_fact,"Hội chợ thương mại thường niên chuyên về cây giống và hoa kiểng của Chợ Lách, quy tụ các nhà vườn trong và ngoài vùng trưng bày, mua bán cây giống, hoa kiểng, sản phẩm nông nghiệp đặc trưng của vùng 'Vương quốc cây giống và hoa kiểng'.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,http://www.baoduyentourist.com/vi/tin-tuc/tin-tuc/le-hoi-hoa-kieng-cho-lach-ngay-hoi-cua-nha-vuon-thong-minh-va-doi-moi-sang-tao-310.html
hoi-cho-thuong-mai-cay-giong-hoa-kieng-cho-lach,event,ben-tre,year+phone,"{""address"": ""Thị trấn Chợ Lách"", ""date_start"": ""2026-02-05"", ""date_end"": ""2026-02-15"", ""category"": ""su-kien"", ""coords_approximate"": true, ""schema_type"": ""Event"", ""sub_category"": ""fair""}",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,http://www.baoduyentourist.com/vi/tin-tuc/tin-tuc/le-hoi-hoa-kieng-cho-lach-ngay-hoi-cua-nha-vuon-thong-minh-va-doi-moi-sang-tao-310.html
le-ha-dien-dinh-tan-hoa,event,vinh-long,season/date,"Lễ Hạ điền Đình Tân Hoa Lễ hội truyền thống tổ chức hàng năm tại Đình Tân Hoa, xã Tân Hòa, TP Vĩnh Long vào ngày 14-15 tháng 3 âm lịch.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://baovinhlong.com.vn/phong-su-ky-su/202404/thang-3-am-lich-cung-tim-hieu-le-ky-yen-o-dinh-lang-3182652/
le-ha-dien-dinh-tan-hoa,event,vinh-long,season/date,"Lễ hội truyền thống tổ chức hàng năm tại Đình Tân Hoa, xã Tân Hòa, TP Vĩnh Long vào ngày 14-15 tháng 3 âm lịch.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://baovinhlong.com.vn/phong-su-ky-su/202404/thang-3-am-lich-cung-tim-hieu-le-ky-yen-o-dinh-lang-3182652/
