entity_id,name,type,area,trust_score,verdict,claim_count,source_status,web_result,hallucination_flags,factual_errors,missing_source
ben-pha-dai-ngai-dau-cau-quan-tra-vinh-tra-vinh,Bến phà Đại Ngãi (đầu Cầu Quan - Trà Vinh),facility,tra-vinh,58,SUSPECT,12,NO_URL,MATCH,"source_without_url;approximate_coordinates;missing_images;unverified_claims_12;mentions_outside_area:bac-lieu,ca-mau,soc-trang;web_match",0,Y
ben-xe-ben-tre-trung-tam-ben-tre,Bến xe Bến Tre (Trung tâm),facility,ben-tre,58,SUSPECT,2,NO_URL,MATCH,"source_without_url;approximate_coordinates;missing_images;unverified_claims_2;mentions_outside_area:bac-lieu,ca-mau,can-tho;web_match",0,Y
ben-xe-tieu-can-tra-vinh,Bến xe Tiểu Cần,facility,tra-vinh,58,SUSPECT,7,NO_URL,MATCH,"source_without_url;approximate_coordinates;missing_images;unverified_claims_7;mentions_outside_area:hcm,soc-trang;web_match",0,Y
bien-con-nhan,Biển Cồn Nhàn,nature,ben-tre,58,SUSPECT,2,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
ca-doi-kho-mot-nang-binh-dai,Cá đối khô một nắng Bình Đại,product,ben-tre,58,SUSPECT,4,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
chua-ang-wat-angkor-raig-borei,Chùa Âng (Wat Angkor Raig Borei),history,tra-vinh,58,SUSPECT,1,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_17;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
chua-giac-linh-chua-doi,Chùa Giác Linh (Chùa Dơi),history,tra-vinh,58,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
chua-phap-tam,Chùa Pháp Tam,history,ben-tre,58,SUSPECT,0,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;missing_images;web_match,0,Y
chua-van-phuoc,Chùa Vạn Phước,attraction,ben-tre,58,SUSPECT,2,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_11;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
cu-cai-muoi-chit-sa,Củ cải muối Chịt Sa,product,tra-vinh,58,SUSPECT,6,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_13;approximate_coordinates;missing_images;unverified_claims_6;web_match,0,Y
cua-bien-thanh-phu,Cua biển Thạnh Phú,product,ben-tre,58,SUSPECT,4,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_10;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
cua-hang-qua-tang-dac-san-ben-tre-mekong-delta-ben-tre,Cửa hàng Quà Tặng & Đặc Sản Bến Tre - Mekong Delta,attraction,ben-tre,58,SUSPECT,3,NO_URL,MATCH,source_without_url;approximate_coordinates;missing_images;unverified_claims_3;mentions_outside_area:can-tho;web_match,0,Y
den-tho-trung-tuong-dong-van-cong,Đền thờ Trung tướng Đồng Văn Cống,history,ben-tre,58,SUSPECT,4,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_25;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
du-lich-sinh-thai-san-chim-vam-ho-trai-nghiem-thuyen-rung,Du lịch sinh thái Sân chim Vàm Hồ - trải nghiệm thuyền rừng,experience,ben-tre,58,SUSPECT,1,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_17;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
duyen-hai-homestay,Duyên Hải Homestay,accommodation,tra-vinh,58,SUSPECT,1,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_20;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
hoi-cho-thuong-mai-cay-giong-hoa-kieng-cho-lach,Hội Chợ Thương Mại Cây Giống Hoa Kiểng Chợ Lách,event,ben-tre,58,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_11;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
keo-dua-mo-cay-co-so-tuyet-phung,Kẹo dừa Mỏ Cày (cơ sở Tuyết Phụng),product,ben-tre,58,SUSPECT,2,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_25;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
keo-dua-tuyet-phung,Kẹo dừa Tuyết Phụng,product,ben-tre,58,SUSPECT,8,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_11;approximate_coordinates;missing_images;unverified_claims_8;web_match,0,Y
kho-ca-bong-lau-ca-du-do-ca-bong-cat-mot-nang-thanh-phong,"Khô cá bông lau, cá đù đỏ, cá bống cát một nắng Thạnh Phong",product,ben-tre,58,SUSPECT,6,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_10;approximate_coordinates;missing_images;unverified_claims_6;web_match,0,Y
khu-du-lich-sinh-thai-vung-dao-duyen-hai,Khu du lịch sinh thái vùng đảo Duyên Hải,nature,tra-vinh,58,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_20;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
khu-du-lich-truong-huy,Khu du lịch Trường Huy,nature,vinh-long,58,SUSPECT,0,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;missing_images;web_match,0,Y
khu-du-lich-vuon-sinh-thai-ba-ngoi,Khu Du Lịch Vườn Sinh Thái Ba Ngói,attraction,ben-tre,58,SUSPECT,4,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_17;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
lang-hoa-kieng-va-cay-giong-cho-lach,Làng hoa kiểng và cây giống Chợ Lách,craft_village,ben-tre,58,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_11;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
lang-nghe-dan-gio-cong-dua-hung-phong,Làng nghề đan giỏ cọng dừa Hưng Phong,craft_village,ben-tre,58,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_17;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
lang-nghe-dan-lat-an-duc,Làng nghề đan lát An Đức,craft_village,ben-tre,58,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
lang-nghe-keo-dua-ba-tri,Làng nghề kẹo dừa Ba Tri,craft_village,ben-tre,58,SUSPECT,1,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
lang-nghe-thu-cong-my-nghe-dua-mo-cay-nam,Làng nghề thủ công mỹ nghệ dừa Mỏ Cày Nam,craft_village,ben-tre,58,SUSPECT,2,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_11;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
lang-van-hoa-du-lich-cho-lach,Làng Văn hóa Du lịch Chợ Lách,experience,ben-tre,58,SUSPECT,2,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_11;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
lau-ba-co-hy-thuong-dong-nuong-nuong,Lầu Bà Cố Hỷ (Thượng Động Nương Nương),history,tra-vinh,58,SUSPECT,4,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
lau-ba-lau-ba-co-hy,Lầu Bà (Lầu Bà Cố Hỷ),history,tra-vinh,58,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
le-cung-lau-ba-ram-thang-gieng,Lễ cúng Lầu Bà rằm tháng Giêng,event,tra-vinh,58,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
le-hoi-nghinh-ong-binh-thang,Lễ hội Nghinh Ông Bình Thắng,event,ben-tre,58,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
le-via-ba-co-hy,Lễ Vía Bà Cố Hỷ,event,tra-vinh,58,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
mut-dua-huu-co-binh-dai,Mứt dừa hữu cơ Bình Đại,product,ben-tre,58,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
mut-dua-sap-cau-ke,Mứt dừa sáp Cầu Kè,dish,tra-vinh,58,SUSPECT,2,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_13;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
san-pham-ocop-cau-ngang,Sản phẩm OCOP Cầu Ngang,product,tra-vinh,58,SUSPECT,6,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_6;web_match,0,Y
tom-cang-xanh-lot-an-thanh,Tôm càng xanh lột An Thạnh,product,ben-tre,58,SUSPECT,4,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_17;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
tom-kho-cham-mam-chua-ngot-duyen-hai,Tôm khô chấm mắm chua ngọt Duyên Hải,product,tra-vinh,58,SUSPECT,6,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_6;web_match,0,Y
vuon-chom-chom-ba-ngoi,Vườn chôm chôm Ba Ngói,nature,ben-tre,58,SUSPECT,2,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_17;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
xa-my-thuan,Xã Mỹ Thuận,place,vinh-long,58,SUSPECT,3,NO_URL,MATCH,source_without_url;approximate_coordinates;missing_images;unverified_claims_3;mentions_outside_area:hcm;web_match,0,Y
xoai-tu-quy-va-cua-bien-thanh-phong-ocop,Xoài tứ quý và cua biển Thạnh Phong (OCOP),product,ben-tre,58,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_10;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
cau-lac-bo-don-ca-tai-tu-huyen-tam-binh,Câu lạc bộ đờn ca tài tử huyện Tam Bình,experience,vinh-long,59,SUSPECT,1,INDEPENDENT_LOW,AMBIGUOUS,source_not_tier1_2;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_1,0,N
chua-toa-sen,Chùa Toà Sen,history,vinh-long,59,SUSPECT,5,TIER1_2,ERROR,large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_5;web_not_found_or_error,0,N
dua-ghe-ngo,đua ghe Ngo,experience,tra-vinh,59,SUSPECT,2,TIER1_2,ERROR,large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_2;web_not_found_or_error,0,N
nguyen-thi-ut,Nguyễn Thị Út,person,tra-vinh,59,SUSPECT,2,INDEPENDENT_LOW,AMBIGUOUS,source_not_tier1_2;large_coordinate_cluster_53;approximate_coordinates;missing_images;unverified_claims_2,0,N
nha-co-huynh-ky,Nhà cổ Huỳnh Kỳ,history,vinh-long,59,SUSPECT,3,TIER1_2,AMBIGUOUS,large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;mentions_outside_area:tien-giang,0,N
nha-vuon-tu-hien,Nhà vườn Tư Hiền,experience,vinh-long,59,SUSPECT,1,INDEPENDENT_LOW,AMBIGUOUS,source_not_tier1_2;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_1,0,N
p-tan-quoi,Phường Tân Quới,place,vinh-long,59,SUSPECT,0,NO_URL,MISMATCH,source_without_url;approximate_coordinates;missing_images;mentions_outside_area:hcm;web_mismatch_false_positive_manual_review,0,Y
vuon-trai-cay-bi-bo,Vườn trái cây Bi Bo,attraction,vinh-long,59,SUSPECT,2,INDEPENDENT_LOW,AMBIGUOUS,source_not_tier1_2;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_2,0,N
am-thuc-chay-ta-on---duong-so-2,Ẩm Thực Chay Tạ Ơn - Đường Số 2,restaurant,ben-tre,60,SUSPECT,0,NO_URL,MATCH,source_without_url;coordinate_cluster_12;approximate_coordinates;missing_images;web_match,0,Y
bun-nuoc-leo-hem-ly-thuong-kiet,Bún Nước Lèo Hẻm Lý Thường Kiệt,restaurant,tra-vinh,60,SUSPECT,0,NO_URL,MATCH,source_without_url;coordinate_cluster_12;approximate_coordinates;missing_images;web_match,0,Y
bun-rieu-cua-thao-my,Bún Riêu Cua Thảo My,restaurant,tra-vinh,60,SUSPECT,0,NO_URL,MATCH,source_without_url;coordinate_cluster_17;approximate_coordinates;missing_images;web_match,0,Y
can-cu-khu-uy-sai-gon-gia-dinh-tai-tan-phu-tay,Căn cứ Khu ủy Sài Gòn - Gia Định tại Tân Phú Tây,history,ben-tre,60,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;approximate_coordinates;missing_images;unverified_claims_3;mentions_outside_area:hcm;web_match,0,Y
con-tan-quy-cu-lao-tan-quy,Cồn Tân Quy (Cù lao Tân Quy),nature,tra-vinh,60,SUSPECT,1,SELF_ONLY,MATCH,self_reference_only;approximate_coordinates;missing_images;unverified_claims_1;mentions_outside_area:soc-trang;web_match,0,Y
ct-quan---mon-nuong-coffee,CT Quán - Món Nướng & Coffee,cafe,tra-vinh,60,SUSPECT,0,NO_URL,MATCH,source_without_url;coordinate_cluster_12;approximate_coordinates;missing_images;web_match,0,Y
den-tho-chu-tich-ho-chi-minh-long-duc,Đền thờ Chủ tịch Hồ Chí Minh (Long Đức),history,tra-vinh,60,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;approximate_coordinates;missing_images;unverified_claims_3;mentions_outside_area:hcm;web_match,0,Y
di-tich-can-cu-khu-uy-sai-gon-gia-dinh,Di tích Căn cứ Khu ủy Sài Gòn - Gia Định,history,ben-tre,60,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;approximate_coordinates;missing_images;unverified_claims_3;mentions_outside_area:hcm;web_match,0,Y
kem-xoi-dua---khu-sao-mai,Kem Xôi Dừa - Khu Sao Mai,dish,ben-tre,60,SUSPECT,0,NO_URL,MATCH,source_without_url;coordinate_cluster_12;approximate_coordinates;missing_images;web_match,0,Y
khu-bao-ve-canh-quan-thanh-phu-ben-tre,Khu Bảo Vệ Cảnh Quan Thạnh Phú (Khu Bảo Tồn Thiên Nhiên Đất Ngập Nước Thạnh Phú),nature,ben-tre,60,SUSPECT,0,NO_URL,MATCH,source_without_url;coordinate_cluster_10;approximate_coordinates;missing_images;web_match,0,Y
khu-du-lich-sinh-thai-deja-vu-huynh-kha,Khu Du Lịch Sinh Thái Déjà Vu Huỳnh Kha,restaurant,tra-vinh,60,SUSPECT,0,NO_URL,MATCH,source_without_url;coordinate_cluster_12;approximate_coordinates;missing_images;web_match,0,Y
lau-3-con-tep,Lẩu 3 Con Tép,restaurant,ben-tre,60,SUSPECT,0,NO_URL,MATCH,source_without_url;coordinate_cluster_17;approximate_coordinates;missing_images;web_match,0,Y
monkey-tea---tra-sua-coffee,Monkey Tea - Trà Sữa & Coffee,cafe,tra-vinh,60,SUSPECT,0,NO_URL,MATCH,source_without_url;coordinate_cluster_20;approximate_coordinates;missing_images;web_match,0,Y
nha-hang-noi-ben-tre,Nhà Hàng Nổi Bến Tre,restaurant,ben-tre,60,SUSPECT,0,NO_URL,MATCH,source_without_url;coordinate_cluster_17;approximate_coordinates;missing_images;web_match,0,Y
pho-tien,Phở Tiên,restaurant,ben-tre,60,SUSPECT,0,NO_URL,MATCH,source_without_url;coordinate_cluster_11;approximate_coordinates;missing_images;web_match,0,Y
quan-banh-uot-hai-nen,Quán Bánh Ướt Hai Nền,restaurant,ben-tre,60,SUSPECT,0,NO_URL,MATCH,source_without_url;coordinate_cluster_17;approximate_coordinates;missing_images;web_match,0,Y
uyen-uong---nha-hang-tiec-cuoi,Uyên Ương - Nhà Hàng Tiệc Cưới,restaurant,tra-vinh,60,SUSPECT,0,NO_URL,MATCH,source_without_url;coordinate_cluster_12;approximate_coordinates;missing_images;web_match,0,Y
xa-cho-lach,Xã Chợ Lách,place,ben-tre,60,SUSPECT,0,NO_URL,MATCH,source_without_url;coordinate_cluster_11;missing_images;mentions_outside_area:hcm;web_match,0,Y
xa-quoi-dien,Xã Quới Điền,place,ben-tre,60,SUSPECT,0,NO_URL,MATCH,source_without_url;coordinate_cluster_25;approximate_coordinates;missing_images;web_match,0,Y
co-so-muoi-tom-va-mam-ba-dong-tra-vinh,Cơ sở Muối Tôm và Mắm Ba Động,attraction,tra-vinh,61,SUSPECT,2,NO_URL,AMBIGUOUS,source_without_url;approximate_coordinates;missing_images;unverified_claims_2,0,Y
hoa-su-coffee,Hoa Sứ Coffee,cafe,ben-tre,61,SUSPECT,3,NO_URL,AMBIGUOUS,source_without_url;approximate_coordinates;missing_images;unverified_claims_3,0,Y
khach-san-vin-vinh-long,Khách Sạn Vin Vĩnh Long,accommodation,vinh-long,61,SUSPECT,4,INDEPENDENT_LOW,MATCH,source_not_tier1_2;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_4;phone_format_only_not_live_verified;web_match,0,N
nha-hang-ngan-vinh,Nhà hàng Ngân Vinh,restaurant,vinh-long,61,SUSPECT,3,INDEPENDENT_LOW,MATCH,source_not_tier1_2;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_3;phone_format_only_not_live_verified;web_match,0,N
p-dong-thanh,Phường Đông Thành,place,vinh-long,61,SUSPECT,5,NO_URL,AMBIGUOUS,source_without_url;approximate_coordinates;missing_images;unverified_claims_5,0,Y
rach-gam-ben-tre,Rạch Gầm,nature,ben-tre,61,SUSPECT,8,NO_URL,AMBIGUOUS,source_without_url;missing_images;unverified_claims_8;mentions_outside_area:tien-giang,0,Y
the-grand-hotel-vinh-long,The Grand Hotel Vĩnh Long,accommodation,vinh-long,61,SUSPECT,1,INDEPENDENT_LOW,MATCH,source_not_tier1_2;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_1;phone_format_only_not_live_verified;web_match,0,N
xa-trung-hiep,Xã Trung Hiệp,place,vinh-long,61,SUSPECT,3,NO_URL,AMBIGUOUS,source_without_url;approximate_coordinates;missing_images;unverified_claims_3,0,Y
ao-ba-om,Ao Bà Om,attraction,tra-vinh,62,SUSPECT,7,NO_URL,MATCH,source_without_url;llm_fingerprint;missing_images;unverified_claims_7;web_match,0,Y
banh-xeo-bien-binh-dai,Bánh xèo biển Bình Đại,dish,ben-tre,62,SUSPECT,0,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_12;approximate_coordinates;missing_images;web_match,0,Y
lang-nghe-che-bien-hai-san-kho-thanh-phong,Làng nghề chế biến hải sản khô Thạnh Phong,craft_village,ben-tre,62,SUSPECT,0,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_10;approximate_coordinates;missing_images;web_match,0,Y
lang-nghe-tre-truc-ba-tri,Làng nghề tre trúc Ba Tri,craft_village,ben-tre,62,SUSPECT,0,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_12;approximate_coordinates;missing_images;web_match,0,Y
p-long-ho,Phường Long Hồ,place,vinh-long,62,SUSPECT,0,NO_URL,MATCH,source_without_url;approximate_coordinates;missing_images;mentions_outside_area:long-an;web_match,0,Y
p-phu-khuong,Phường Phú Khương,place,ben-tre,62,SUSPECT,0,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;missing_images;web_match,0,Y
so-diep-binh-dai,Sò điệp Bình Đại,product,ben-tre,62,SUSPECT,0,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_12;approximate_coordinates;missing_images;web_match,0,Y
xa-tan-luoc,Xã Tân Lược,place,vinh-long,62,SUSPECT,0,NO_URL,MATCH,source_without_url;approximate_coordinates;missing_images;mentions_outside_area:hcm;web_match,0,Y
ben-cang-hanh-khach-vinh-long,Bến Cảng Hành Khách Vĩnh Long,attraction,vinh-long,63,SUSPECT,5,SELF_ONLY,ERROR,self_reference_only;missing_images;unverified_claims_5;web_not_found_or_error,0,Y
benh-vien-da-khoa-minh-duc-ben-tre-ben-tre,Bệnh viện Đa khoa Minh Đức Bến Tre,facility,ben-tre,63,SUSPECT,7,NO_URL,MATCH,source_without_url;approximate_coordinates;missing_images;unverified_claims_7;phone_format_only_not_live_verified;web_match,0,Y
bun-tuoi-va-hu-tieu-sau-thanh,Bún tươi và hủ tiếu Sáu Thạnh,product,vinh-long,63,SUSPECT,6,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_6,0,Y
cap-cuu-115-ben-tre-ben-tre,Cấp cứu 115 Bến Tre,facility,ben-tre,63,SUSPECT,2,NO_URL,MATCH,source_without_url;approximate_coordinates;missing_images;unverified_claims_2;phone_format_only_not_live_verified;web_match,0,Y
cua-hang-ocop-vung-liem,Cửa hàng OCOP Vũng Liêm,product,vinh-long,63,SUSPECT,6,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_6,0,Y
cua-hang-viettel-pham-hung-vinh-long,Cửa hàng Viettel Phạm Hùng,facility,vinh-long,63,SUSPECT,4,NO_URL,MATCH,source_without_url;approximate_coordinates;missing_images;unverified_claims_4;phone_format_only_not_live_verified;web_match,0,Y
cua-hang-viettel-store-trung-nu-vuong-vinh-long,Cửa hàng Viettel Store Trưng Nữ Vương,facility,vinh-long,63,SUSPECT,5,NO_URL,MATCH,source_without_url;approximate_coordinates;missing_images;unverified_claims_5;phone_format_only_not_live_verified;web_match,0,Y
di-tich-cay-da-doi,Di tích Cây Da Đôi,history,ben-tre,63,SUSPECT,3,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_3,0,Y
dong-trung-ha-thao-say-thang-hoa-drc,Đông trùng hạ thảo sấy thăng hoa DRC,product,ben-tre,63,SUSPECT,6,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_6,0,Y
dong-van-cong,Đồng Văn Cống,person,ben-tre,63,SUSPECT,2,SELF_ONLY,ERROR,self_reference_only;missing_images;unverified_claims_2;web_not_found_or_error,0,Y
farmstay-sinh-thai-nguyen-gia,Farmstay Sinh Thái Nguyễn Gia,accommodation,ben-tre,63,SUSPECT,3,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_3,0,Y
htx-nong-nghiep-thong-hoa-dua-sap,HTX Nông nghiệp Thông Hòa - Dừa sáp,craft_village,tra-vinh,63,SUSPECT,3,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_3,0,Y
htx-thuy-san-sinh-thai-thanh-phuoc,HTX Thủy sản sinh thái Thạnh Phước,product,ben-tre,63,SUSPECT,8,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_8,0,Y
khu-bao-ton-oc-gao-vinh-binh,Khu bảo tồn ốc gạo Vĩnh Bình,nature,ben-tre,63,SUSPECT,2,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_2,0,Y
khu-di-tich-luu-niem-chu-tich-pham-hung,Khu di tích lưu niệm Chủ tịch Phạm Hùng,history,vinh-long,63,SUSPECT,3,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_3,0,Y
khu-luu-niem-pham-hung,Khu lưu niệm Phạm Hùng,history,vinh-long,63,SUSPECT,2,SELF_ONLY,ERROR,self_reference_only;missing_images;unverified_claims_2;web_not_found_or_error,0,Y
khu-luu-niem-soan-gia-vien-chau,Khu lưu niệm soạn giả Viễn Châu,history,tra-vinh,63,SUSPECT,3,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_3,0,Y
lang-nghe-bo-choi-my-an,Làng nghề bó chổi Mỹ An,craft_village,ben-tre,63,SUSPECT,2,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_2,0,Y
lang-nghe-may-tre-dan-dai-an,Làng nghề mây tre đan Đại An,craft_village,tra-vinh,63,SUSPECT,2,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_2,0,Y
lang-nghe-tieu-thu-cong-nghiep-duc-my,Làng nghề tiểu thủ công nghiệp Đức Mỹ,craft_village,tra-vinh,63,SUSPECT,1,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_1,0,Y
le-hoi-chol-chnam-thmay-tai-chua-ky-son,Lễ hội Chol Chnam Thmay tại chùa Kỳ Son,event,vinh-long,63,SUSPECT,4,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_4,0,Y
le-hoi-ky-yen-dinh-phu-le,Lễ hội Kỳ Yên đình Phú Lễ,event,ben-tre,63,SUSPECT,3,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_3,0,Y
linga-va-yoni-luu-cu-ii,Linga và Yoni Lưu Cừ II,history,tra-vinh,63,SUSPECT,3,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_3,0,Y
mut-dua-sap-cam-hang,Mứt dừa sáp Cẩm Hằng,product,tra-vinh,63,SUSPECT,6,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_6,0,Y
mut-me-cai-von,Mứt me Cái Vồn,dish,vinh-long,63,SUSPECT,4,SELF_ONLY,AMBIGUOUS,self_reference_only;missing_images;unverified_claims_4;mentions_outside_area:an-giang,0,Y
nha-thuoc-fpt-long-chau-108a3-dong-khoi-ben-tre,Nhà thuốc FPT Long Châu – 108A3 Đồng Khởi,facility,ben-tre,63,SUSPECT,2,NO_URL,MATCH,source_without_url;approximate_coordinates;missing_images;unverified_claims_2;phone_format_only_not_live_verified;web_match,0,Y
p-duyen-hai,Phường Duyên Hải,place,tra-vinh,63,SUSPECT,0,NO_URL,AMBIGUOUS,source_without_url;coordinate_cluster_20;missing_images,0,Y
tran-dai-nghia-pham-quang-le,Trần Đại Nghĩa (Phạm Quang Lễ),person,vinh-long,63,SUSPECT,3,SELF_ONLY,AMBIGUOUS,self_reference_only;missing_images;unverified_claims_3;mentions_outside_area:hcm,0,Y
tranh-dua-cocohand,Tranh dừa Cocohand,product,ben-tre,63,SUSPECT,4,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_4,0,Y
tranh-dua-hop-kieng-cocohand,Tranh dừa hộp kiếng Cocohand,product,ben-tre,63,SUSPECT,6,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_6,0,Y
tranh-dua-op-nia-tre-cocohand,Tranh dừa ốp nia tre Cocohand,product,ben-tre,63,SUSPECT,4,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_4,0,Y
tuong-dai-doc-binh-le-can-nguyen-giao-va-di-tich-ho-vung-linh,Tượng đài Đốc binh Lê Cẩn - Nguyễn Giao và Di tích Hồ Vũng Linh,history,vinh-long,63,SUSPECT,3,SELF_ONLY,AMBIGUOUS,self_reference_only;approximate_coordinates;missing_images;unverified_claims_3,0,Y
